No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Explanation
159,A project team on a construction project have updated the risk register and risk report. One of the high-priority risks is a major hurricane that may occur during construction and could potentially result in massive rework. What should the project manager do next to determine whether or not hurricane barriers should be built as a preventive measure?,,Evaluate the risk breakdown structure (RBS) to figure out if a hurricane is a risk the project is,Conduct a decision tree analysis to quantify the expense of building hurricane barriers versus the,Conduct a probability and impact assessment to determine where the hurricane risk ranks in,Produce risk scores to assess the likelihood a major hurricane will occur during the construction,B,"The RBS can be ruled out as a correct answer because it is a categorization technique and does not help the project manager decide between alternative options. The probability and impact matrix is an output from the Plan Risk Management process. The matrix is then used in the risk probability and impact assessment tool/technique in the Perform Qualitative Risk Analysis process but is unlikely to help the project manager in determining whether or not hurricane barriers should be built. Risk scores are used to rank risks in the probability and impact matrix and are also of little value in making a decision regarding building the barriers. The fact the hurricane risk has already been identified and ranked means the Plan Risk Management, the Identify Risks, and the Perform Qualitative Risk Analysis processes have already been completed. Therefore, the three answer choices concerning the RBS, the risk scores, and risk assessment can be eliminated. The next process in the Project Risk Management Knowledge Area is Perform Quantitative Risk Analysis. Decision tree analysis is one of its tools and techniques. In deciding whether to build or not to build the hurricane barriers, cost should be taken into account. A decision tree analysis calculates the expected monetary value for each alternative, providing quantitative values that factor into the decision-making process and is, therefore, the best answer choice to the question asked."
160,"You are managing a project in which the first deliverables received corrective feedback from the client, resulting in change requests that have just been approved. In which of the following project management process groups do you implement these approved change requests?",,Initiating,Planning,Executing,Closing,C,"There are only three processes that have approved change requests as inputs: Direct and Manage Project Work, Control Quality, and Control Procurements. The first of these is in the Executing process group, and that is when you implement approved change requests. The latter two processes are in the Monitoring and Controlling, where you verify the changes were properly implemented, but this process group was not one of the choices."
161,"As a project manager, you are in the process of working with the project stakeholders to foster the appropriate level of stakeholder involvement. Which activity are you least likely to perform in support of this process?",,Clarifying and resolving issues that have been identified by the stakeholders,Developing a matrix that compares current and desired stakeholder engagement levels,Addressing any risks or potential concerns related to stakeholder engagement,Managing stakeholder expectations through negotiation and communication,B,"The scenario implies the Manage Stakeholder Engagement process is underway. Manage Stakeholder Engagement is the process of communicating and working with stakeholders to meet their needs and expectations, address issues, and foster appropriate stakeholder involvement. The question is asking for the activity 'least' likely to be performed as part of this process. The incorrect answer choices all represent activities that should be conducted in support of the Manage Stakeholder Engagement process. The correct answer choice describes the stakeholder engagement assessment matrix which is a data representation technique that is used during the Plan Stakeholder Engagement process. Plan Stakeholder Engagement is the process of developing approaches to involve project stakeholders, based on their needs, expectations, interests, and potential impact on the project. Of the available choices, the activity 'least' likely to be performed in this scenario is the development of a matrix that compares current and desired stakeholder engagement levels."
162,"A hospital is closing a project that resulted in a new business process for managing oncology patients. The hospital realizes that the same process can be used for all its patients, which can save the hospital thousands of dollars. Where should this information be captured?",,Benefits management plan,Lessons learned register,Business case,Process improvement plan,B,"All project documents may be updated as a result of project closure. Of particular interest is the lessons learned register which is finalized to include final information on phase or project closure. The final lessons learned register might include information on benefits management, the accuracy of the business case, project and development life cycles, risk and issue management, stakeholder engagement, and other project management processes. The scenario describes an additional benefit the project created on top of what has been originally planned. This information should be recorded in the lessons learned register and later on transferred to the lessons learned repository for use by future projects."
163,"One of the project manager's key responsibilities is to motivate the project team to achieve maximum productivity and increase the probability of project success. In this respect, according to Maslow's hierarchy of needs, which of the below is most correct?",,"Physiological needs such as food water and sleep must be met before financial compensation,","All workers fit into two groups, X and Y. The X group avoids responsibility, does the least work","All motivators can be divided into hygiene factors that must be satisfied, such as working","There are three universal motivators: achievement, affiliation, and power. In every person, one of",A,"The question refers to organizational theories which should be considered as part of the Plan Resource Management process. An organizational theory provides information about how people, teams, and organizational units behave - in this case, the project team. While all answer choices represent various organizational theories, only one describes Maslow's theory of human motivation. Psychologist Abraham Maslow grouped motivational factors into a hierarchy, with physiological needs such as air, food, water, and sleep at the lowest and most fundamental level. He argued that these essential needs must be met before people can be motivated by higher order factors, such as financial security, recognition, and social acceptance. In order to best motivate the project team, it is important to ensure that basic needs are indeed met, such as ensuring a standard work schedule and providing reasonable working conditions. Although the PMBOK® Guide comprises the majority of the content you will encounter on your exam, the PMP® Examination Content Outline assumes that the prospective PMP aspirants are familiar with other sources that are used by the Project Management Institute (PMI)® as content material. These include such topics as PMI’s Practice Standards, PMI Code of Ethics and Professional Conduct, PMI’s Practice Standard for Scheduling; commonly accepted statistical analysis techniques such as ROI, IRR, and NPV; organizational behavior theories such as Tuckman’s Ladder, Theory X and Theory Y, Maslow's hierarchy of needs; commonly frowned upon project management practices, such as gold plating; and others."
164,You are advising a project manager who is new to your company and has just been assigned to manage a project. The sponsor on his project is very demanding and is asking to see a project schedule developed as soon as possible. The project manager would like to meet the sponsor's request and produce a project schedule as quickly as possible but without jeopardizing work quality. Which of the following represent the best advice for the project manager in this case?,,"Develop the activity list, then the WBS and WBS dictionary",Develop the WBS and activity list concurrently with the help of project team members,"Develop the WBS and activity list concurrently using the project manager's expertise, rather than",Ask senior management for a new sponsor within the company,B,"The WBS defines the work package deliverables, which are then decomposed into the activities required to produce those deliverables. Therefore, ideally, the WBS is developed first as part of the Create WBS process, and the activity list is created later on during the Define Activities process to which the WBS, a component of the scope baseline, serves as an input. Under certain circumstances, for example, when the plans are needed urgently as described in this scenario, the project manager may choose to develop the activity list and WBS concurrently. But in such cases, it is important for the project manager to involve the project team members in the Define Activities process to ensure better and more accurate results without compromising the quality of the plans. Therefore, of the choices provided, developing the WBS and activity list concurrently with the help of project team members is the best answer to the question asked."
165,"A project manager must submit various high-level performance reports to executive managers throughout the organization. The project team broke down the work to align with the reporting needs to integrate costs, resources, and scope. Which level of the WBS should the project manager report?",,Work package,Control account,Activity list,Planning package,B,"A typical project work breakdown structure, or WBS, consists of control accounts, work"
166,"A retailer has an aggressive expansion plan for four new stores. Each of the four projects is led by a project manager. The projects are being managed in a coordinated manner. Three of the stores are ahead of schedule. The fourth store is well behind schedule, and its project manager wants some construction workers from the other locations to be transferred to help out. What should the project manager do first to secure the additional workers?",,Submit a change request to increase the scope baseline,Direct the other project managers to provide additional resources,Capture the information in the lessons learned register,Escalate the issue to the program manager,D,"A program is a group of related projects that are being managed in a coordinated manner to obtain benefits not available from managing them individually. The question states that all four projects and project managers are being managed in a coordinated manner, which implies that a program manager is leading all four projects. Programs are managed by program managers who ensure that program benefits are delivered as expected by coordinating the activities of a program's components. In this scenario, with three projects ahead of schedule and one well behind, it may make sense for the program manager to reallocate some resources to ensure that all four locations can be opened on time. Therefore, of the available choices, escalating the issue to the program manager is the best answer."
167,"The following table is taken from the project's current performance report. The current cost performance is expected to remain unchanged for the remainder of the project. The method used to determine the earned value is based on percent complete. Based on this information, what is the VAC for the project?",images\test_5\q_167.png,"$500,000","-$166,667","$666,667","$166,667",B,"The question is asking for the variance at completion (VAC) based on the assumption that the cost performance will not change for the remainder of the project. The VAC can be calculated as BAC - EAC, where BAC is the budget at completion, EAC is the estimate at completion. The BAC for this project is provided as $500,000 (which is shown on the chart as the planned value for the project). However, the EAC must be calculated. When the cost performance is not expected to change, as in the scenario described, the EAC can be calculated as BAC / CPI, where CPI is the cost performance index. The formula for CPI is earned value (EV) divided by actual costs (AC). The EV is the sum of the planned work completed, which, in this case, is 100% of activity 1, 100% of activity 2, and 50% of activity 3. AC is the sum of the costs for each of the individual activities, as provided in the chart. Note, since the scenario mentions that the method used to determine the earned value is based on percent complete, the earned value of a partially completed work package is calculated by multiplying the planned value of the work package by its the percent complete. The calculations are shown below: EV = EV of activity 1 + EV of activity 2 + EV of activity 3 = (1 x $15,000) + (1 x $10,000) + (0.50 x $250,000) = $150,000 AC = AC of activity 1 + AC of activity 2 + AC of activity 3 = $14,000 + $11,000 + $175,000 = $200,000 CPI = EV / AC = $150,000 / $200,000 = 0.75 EAC = BAC / CPI = $500,000 / 0.75 = $666,667 VAC = BAC - EAC = $500,000 - $666,6667 = -$166,667 Therefore, in this case, the VAC is -$166,667. Since the VAC is negative, the project is running over planned costs."
168,"A project manager is in the planning stage of a project to construct a new water treatment facility. Currently, the project manager is preparing to develop the change management plan. The performing organization has a project management office (PMO), which can best be described as supportive. What role might the PMO play in the development of the change management plan?",,The PMO will prepare the change management plan for the project,A PMO assists with project execution and would not be involved in project planning,Supply a template for the change management plan,"The project manager reports to the PMO, and the PMO directly manages the project",C,"The change management plan is a component of the project management plan that establishes the change control board, documents the extent of its authority, and describes how the change control system will be implemented. A supportive PMO provides a consultative role to projects by supplying templates, best practices, training, access to information, and lessons learned from other projects. Therefore, of the available choices, supplying a template best describes the role a supportive PMO might play in the development of the change management plan."
169,A project manager is leading a project in which unseasonal weather conditions have caused the office building construction project to run well behind schedule. What could the project manager have done differently earlier in the project to address the unpredictability of weather conditions?,,Pre-assigned team members during project initiation,Utilized risk exploiting as a risk response strategy,Developed a cause and effect diagram,Conducted a Monte Carlo analysis,D,"A variability risk represents an uncertainty, which exists about some key characteristics of a planned event, activity, or decision. Unusual weather conditions occurring during the construction of the office building is an example of a variability risk. A Monte Carlo simulation is an analysis technique where a computer model is iterated many times, with the input values chosen at random for each iteration driven by the input data, including probability distributions and probabilistic branches. Outputs are generated to represent the range of possible outcomes for the project. Variability risks can be addressed using Monte Carlo analysis, with the range of variation reflected in probability distributions, followed by actions to reduce the spread of possible outcomes. Therefore, of the available options, conducting a Monte Carlo analysis is the best answer to the question asked."
170,"You are facilitating a risk workshop with your project team to discuss, evaluate, and prioritize previously identified project risks based on the probability and impact of each risk. During the meeting, a key stakeholder proposes that as part of the analysis, the team consider other characteristics of risk beyond just probability and impact. Which of the following is the least likely characteristic proposed by the stakeholder:",,Dormancy,Propinquity,Manageability,Sensitivity,D,"The scenario describes a risk workshop, a technique used in conducting a qualitative risk analysis. However, sensitivity analysis is a technique used as part of quantitative risk analysis to determine which project risks or other sources of uncertainty have the most potential impact on project outcomes. Also, a sensitivity analysis focuses on evaluating a risk’s potential impact on achieving project objectives. Since the project stakeholder in this scenario is looking to use the characteristics of risk beyond probability and impact to conduct the analysis, it is reasonable to assume that sensitivity is the least likely characteristic suggested by the stakeholder."
171,"A seller has completed the work that was formally accepted by the buyer. The key deliverables specified in the statement of work (SOW) are the robot, operational and support documents, specialized tools, and software. The seller has also offered the buyer to purchase a support service, but the buyer has declined the offer. Two weeks after the robot was deployed, the buyer contacts the seller to ask how to adjust the robot's programming. What is the best course of action for the seller?",,Tell the buyer that they should have purchased the support service,Record the problem in the issue log for the seller's project,Return to the job site and make the requested adjustments,Advise the buyer to check their organizational process assets,D,"The question states that operational and support documents were among the key project deliverables. These documents should have the necessary information on how to make adjustments to the robot. Note, there are two sides to the scenario, the buyer, and the seller. Both are carrying out the project. The buyer in this scenario is the performing organization, while the seller is the one who delivers the work based on the procurement statement of work (SOW) provided by the buyer. The buyer, as the performing organization, is supposed to carry out all processes necessary to complete the project, including the Close Project or Phase process. Updates to the organizational process assets (OPAs) is among the outputs of this process. Documents required for an organization to maintain, operate, and support the product or service delivered by the project (whether the product/service has been produced internally or by an external vendor) are part of the buyer's OPAs updated during the Close Project or Phase process. Even though it was the seller who has produced the documents, it is the responsibility of the buyer to ensure the documents are available. Therefore, of the choices offered, the best course of action for the seller is to advise the buyer to check their organizational process assets to review the operational and support documents which were delivered by the seller to the buyer."
172,"A project manager is in the process of estimating the costs of a project to construct a 300,000 square foot shopping mall. Based on historical data, the project manager uses a value of $400 per square foot and estimates the cost at $120,000,000. What estimating technique is the project manager using?",,Bottom-up estimating,Parametric estimating,Analogous estimating,Three-point estimating,B,"The question implies that the Estimate Costs process is underway. Parametric estimating is an estimating technique in which an algorithm is used to calculate the cost based on historical data and project parameters. The example provided in the question uses an average cost per square foot to estimate the cost, which is a very simplistic example of parametric estimating. While both parametric estimating and analogous estimating use historical data to calculate the cost (or duration), there is a difference between the two. Analogous estimating is used when there is a limited amount of information available for the current project, but the project/activity looks similar to a past project/activity. Thus, the overall cost estimate of the current project/activity is considered similar (analogous) to the past one and, therefore, the cost can be ‘roughly’ estimated. This is the reason analogous estimating is sometimes called top-down estimating. This method is less accurate than parametric estimating. Parametric estimating, on the other hand, uses information from past similar projects/activities AND parameters of the current project/activities because these parameters are already known during project planning. There is a statistical relationship between the parameters, such as cost per unit and the number of units. When cost per unit from the past project/activity as well as the number of units required for the current project are known, an algorithm can be used to estimate cost, thus producing a more accurate estimate. In the scenario described, the number of units and the cost per unit are known - 300,000 square foot, $400 per square foot. The project manager multiplied one parameter by the other and obtained the cost estimate of $120,000,000. Therefore, of the choices provided, parametric estimating is the best answer to the question asked."
173,"You are in the initiation stage of a project that aims to deploy and then maintain the robotics for an automated production line for an important client. In the project charter, you need to include the agreed mean time to recover (MTTR) in the event of a breakdown. What should you do to find this information?",,Do nothing since agreements are not yet available during project initiation,Refer to the procurement management plan,Review any emails or other correspondence with the client,Check the service level agreement with the client,D,"A service level agreement (SLA) can serve as an input into the Develop Project Charter process. An SLA may define agreed-upon service levels such as mean time to recover (MTTR). The SLA is likely to be included in the terms and conditions of a contract along with penalties or other recourse for failing to achieve the agreed-upon service levels. Therefore, of the available answer choices, you, as the project manager, should check the SLA for information on the agreed-upon mean time to recover."
174,You are the project manager for the initial design phase of a new ergonomic pen. You have conducted multiple interviews with pen users and have tested various design concepts. Your most recent design has been verified and accepted by key stakeholders. The pen design is ready to transition to the team managing the next phase. Which of the following should you consult to find out who will take ownership of the pen design?,,The project management plan,The final report,The scope statement,The communications management plan,A,"Since the pen design is ready to transition to the next phase, you can infer the scenario is in the Close Project or Phase process. A key action when closing a phase is transferring the ownership of your phase's intermediary deliverables to the proper group or organization tasked with using the output from your phase to meet the project objectives in their phase. You would consult the project management plan, specifically the subsidiary project life cycle description because it describes the series of phases that a project passes through from its initiation to its closure. While the PMBOK® Guide does not explicitly state that the project management plan specifies ‘who’ in the next phase takes ownership of the deliverables from the previous phase, it is reasonable to assume that, of the choices given, only the project management plan is likely to have this information and is, therefore, the best answer to the question asked."
175,"The following chart was taken from the project's current performance report. The project has encountered some unforeseen obstacles, but those challenges have now been overcome. You are confident that you can hold costs to the budgeted rate for the remainder of the project. The method used to determine the earned value is based on percent complete. Based on the budgeted rate, what is the EAC for the project?",images\test_5\q_175.png,"$666,667","$550,000","-$50,000","$500,000",B,"The question states that the future performance will be at the budgeted rate. Even though the project to date has not performed at the budgeted rate, it is expected that the project will perform at the budgeted rate for the remainder of the project. Therefore, the formula that should be used in this scenario is EAC = AC + (BAC – EV). Note, since the scenario mentions that the method used to determine the earned value is based on percent complete, the earned value of a partially completed work package is calculated by multiplying the planned value of the work package by its the percent complete. The calculations are shown below: EV = EV of activity 1 + EV of activity 2 + EV of activity 3 = (1 x $15,000) + (1 x $10,000) + (0.50 x $250,000) = $150,000 AC = AC of activity 1 + AC of activity 2 + AC of activity 3 = $14,000 + $11,000 + $175,000 = $200,000 EAC = AC + (BAC - EV) = $200,000 + ($500,000 - $150,000) = $550,000 Therefore, the estimate at completion (EAC) is $550,000."
176,"The following table represents the current project status. According to the project schedule, system analysis, system design, and system development should now be complete. The project manager is confident that the project objectives will be met. The method used to determine the earned value is based on percent complete. What is the project's current schedule performance index, and what does this mean for the project?",images\test_5\q_176.png,"The SPI is -$12,500, and the project is running behind schedule",An SPI of 1.0 since the project manager is confident that the project objectives will be met,"The SPI is 1.24, and the project is running ahead of schedule","The SPI is 0.81, and the project is running behind schedule",D,"The schedule performance index (SPI) can be calculated as the earned value (EV) divided by the planned value (PV). The current total earned value can be obtained by multiplying each activity's planned value by its percentage complete and adding them together. Therefore, the current total earned value is $52,500. The current total planned value is the sum of the planned values of the activities that should have been completed by now according to the approved plan, which is this scenario is $65,000. Note, since the scenario mentions that the method used to determine the earned value is based on percent complete, the earned value of a partially completed work package is calculated by multiplying the planned value of the work package by its the percent complete. The calculations are shown below: SPI = EV / PV EV = ($5,000 x 100%) + ($10,000 x 100%) + ($50,000 x 75%) = $52,500 PV = $5,000 + $10,000 + $50,000 = $65,000 SPI = $52,500 / $65,000 = 0.81 Therefore, the schedule performance index is 0.81. Additionally, since the SPI is less than one, the project is running behind schedule."
177,"A project is broken down into four phases: design, build, test, deploy. At the end of the design phase, the project manager would like to determine if the project should be terminated or proceed to the build phase. What should the project manager do next?",,Hold a phase gate,Schedule a retrospective,Facilitate a meeting with the project team,Convene the change control board (CCB),A,A phase gate is held at the end of a phase. The purpose of a phase gate is to compare the project's
178,"To create a burndown chart at the end of iteration planning, where is the to-be-charted work pulled from?",,Iteration backlog,Work package,Product backlog,Requirements document,A,"Burndown charts are typically used on agile projects. A burndown chart is intended to relay the progress of the project team in any iteration. That progress is based on the work pulled from the iteration backlog. That iteration backlog represents the commitment of the project team for the work to be completed in the upcoming iteration. As the iteration progresses, the expectation is that the committed work is being completed or ‘burned off’. Hence the chart starts with what was committed and if things go as planned, that work is burned down until there is no other work remaining in that iteration."
179,"You are planning a large, complex, and lengthy project. To identify as many risks as possible, you want input from the sponsor, subject matter experts, vendors, customer representatives, and other project stakeholders. Which of the following will help you the most?",,Risk audit,Risk report,Risk workshop,Risk register,C,"According to the scenario, you are about to begin the Identify Risks process. A risk workshop is an example of a meeting that can be used as part of this process. A risk workshop a specialized meeting undertaken for the sole purpose of risk identification and is typically used for large, complex projects, and may involve the sponsor, subject matter experts, vendors, customer representatives, and other project stakeholders. Risk workshops often include some sort of brainstorming, but other risk identification techniques may be used depending on the level of the risk process defined in the risk management plan. To increase the effectiveness of the meeting, it is recommended that a skilled facilitator attends the risk workshop."
180,"You have compiled a list of potential stakeholders for your project, and now you are classifying the stakeholders with regard to their influence. As you work through your way down the list of stakeholders, you have come to the project sponsor. How should you classify the direction of influence of this stakeholder?",,Downward,Sideward,Outward,Upward,D,"According to the scenario, you are carrying out the Identify Stakeholders process. Directions of influence is an example of a data representation technique that can be used as part of this process. This technique classifies stakeholders according to their influence on the work of the project or the project team itself. Stakeholders can be classified as upward, downward, outward, or sideward. The upward classification includes senior management of the performing organization or customer organization, sponsor, and steering committee. Therefore, the project sponsor should be classified as upward."
181,"In preparation for an upcoming project status meeting, you have determined the value of the work completed thus far is $100,000 with a budget at completion (BAC) of $1,000,000. At this point in the project, you have spent 12% of the project budget. The value of work planned to be completed at this point is $115,000. What will you report at the project status meeting?",,The project is performing well in terms of cost but not in terms of schedule,The project is not performing well both in terms of cost and schedule,The project is currently behind schedule,The project is currently over budget,B,"To determine the status of the project, the schedule variance and cost variance (or, alternatively, the cost performance index (CPI) and schedule performance index (SPI)) must be calculated. The earned value (EV), which is the actual work completed in the scenario described, is stated as $100,000. The planned value (PV), which is the value of work planned to be completed at this point in the scenario, is stated as $115,000. The actual cost (AC), which is the portion of the project budget you have spent so far in the scenario described, is 12% of the budget of $1,000,000 which is $120,000. The calculations of the cost variance (CV) and the schedule variance (SV) are shown below: CV = EV - AC = $100,000 - $120,000 = -$20,000 SV = EV - PV = $100,000 - $115,000 = -$15,000 Both the schedule variance and the cost variance are negative at this point in the project. Therefore, at the project status meeting, you should report that the project is not performing well both in terms of cost and schedule. Alternatively, you can calculate the CPI and the SPI: CPI = EV / AC = $100,000 / $120,000 = 0.83 SPI = EV / PV = $100,000 / $115,000 = 0.87 Both the schedule variance and the cost variance are less than 1 at this point in the project. Therefore, the same conclusion can be made: the project is not performing well both in terms of cost and schedule. Note, three answer choices represent correct statements regarding the status of the project described in the scenario. However, the goal of the PMP aspirant is, of the choices provided, to select the best answer to the question asked. Reporting to the meeting participants that the project is over budget would not be wrong. Reporting to the meeting participants that the project is behind schedule would not be wrong either. However, none of these statements fully represents the current project status. Of the available choices, reporting to the meeting participants that the project is over budget 'and' behind schedule, i.e., the project i"
182,A newly identified stakeholder just informed the project team of changes to regulations that would impact the project. Which of the following is the least likely to be updated in this situation?,,Change log,Scope baseline,Stakeholder register,Change management plan,D,"The key to answering this question correctly is to understand the nature and purpose of each of the answer choices. While it may be tempting to think that the change management plan needs to be updated to reflect the change in the regulations, the change management plan describes 'how' the change requests throughout the project will be formally authorized and incorporated. The changes themselves are captured in the change log, not in the change management plan. Therefore, the way the changes are handled on the project would likely remain the same regardless of the changes to regulations. However, changes to regulations will likely require an additional scope, which must be accounted for in the scope baseline. Additionally, anytime new stakeholders are added to the project, as is in the scenario describes, the stakeholder register must be updated. Therefore, since the question is asking to select the option that represents the 'least' likely project artifact to be updated, the change management plan is the best answer to the question asked."
183,You are mentoring project stakeholders on processes to be carried out during the project. You are now displaying the slide about the Close Project or Phase process. What should you tell the stakeholders about this process?,,The Close Project or Phase process is not used if the project is terminated before completion.,The Close Project or Phase process is always the last process to be performed.,The Close Project or Phase process is performed before the administrative closure.,Procurements are closed out as part of the Close Project or Phase process.,B,"The Close Project or Phase is the process of finalizing all activities for the project or phase. During this process the project or phase information is archived, the planned work is completed, and the organizational team resources are released to pursue new endeavors. The Close Project or Phase process is always the last project management process carried out. Of the available options, the only answer choice that is correct in all cases is that the Close Project or Phase process will be the final project management process performed."
184,"The current project phase is scheduled to conclude on July 29. Today is July 14, and the project team should complete the remaining work well before the July 29 deadline. The project manager proposes a change to move ahead a few tasks from the next phase into the current phase to prevent the team from procrastinating and coasting. Which of the following theories describes the project manager's concern behind this change request?",,McClelland's expectancy value theory,Parkinson's law,Moore's law,Law of diminishing returns,B,"The question describes a situation where the project manager, based on an analysis of the velocity of the team's prior work, feels that the remaining work should be able to be completed well before the current deadline. The project manager believes that unless more work is assigned in this phase, the project team will waste time, since the deadline gives them more than the time they need to finish the remaining work of the first phase. According to Parkinson's law, work expands to fill the time available for its completion. In other words, if resources are left idle, time and money are wasted. The project manager, in this case, is concerned with optimizing resource utilization. Therefore, of the choices provided, Parkinson’s law is the best answer to the question asked. Although the PMBOK® Guide comprises the majority of the content that you will encounter on the Project Management Professional (PMP)® exam, the PMP® Examination Content Outline assumes that the prospective PMP aspirants are familiar with other sources that are used by the Project Management Institute (PMI)® as content material. Some of the answer choices presented in this question are based on the sources outside the PMBOK® Guide."
185,"A project manager is leading a software development project for an important client. The following table represents the current project status. According to the project schedule, system analysis, system design, and system development should now be complete. The method used to determine the earned value is based on percent complete. What is the project's current schedule variance, and what does this mean for the project?",images\test_5\q_185.png,"The schedule variance is -$12,500, and the project performance is unknown","The schedule variance is -$12,500, and the project is running behind schedule","The schedule variance is -$12,500, and the project is running ahead of schedule","The schedule variance is $12,500, and the project is running behind schedule",B,"The schedule variance (SV) can be calculated as the earned value (EV) minus the planned value (PV). The current total earned value can be obtained by multiplying each activity's planned value by its percentage complete and adding them together. Therefore, the current total earned value is $52,500. The current total planned value is the sum of the planned values of the activities that should have been completed according to the approved plan, which is this scenario is $65,000. Note, since the scenario mentions that the method used to determine the earned value is based on percent complete, the earned value of a partially completed work package is calculated by multiplying the planned value of the work package by its percent complete. The following are the correct calculations for the schedule variance: SV = EV - PV EV = ($5,000 x 100%) + ($10,000 x 100%) + ($50,000 x 75%) = $52,500 PV = $5,000 + $10,000 + $50,000 = $65,000 SV = $52,500 - $65,000 = -$12,500 Therefore, the schedule variance (SV) is -$12,500. Since the SV is a negative value, in this case, the project is running behind schedule."
186,"A project manager at a shipbuilding firm is managing a marine construction project. The ship is partially complete when a previously undiscovered systematic flaw in the deck welds is detected. As a result, an additional plate will need to be designed and fabricated for every piece of deck equipment. Which of the following must be updated?",,Risk register,Resource management plan,Project charter,Scope baseline,D,"In the scenario, the project team is performing quality management activities. The main focus of the question is to determine what plan or document must be updated as a result of adding a plate for every piece of deck equipment. Since the fabrication and the installation of those plates represent an additional scope, the scope baseline must be updated (assuming approval of the corresponding change request has been obtained). Therefore, of the choices available, the scope baseline is the document that must be updated and is, therefore, the best answer to the question asked."
187,"After reviewing proposals for a large-scale product development project, vendors X and Y are equally qualified to deliver both the hardware and software. The project manager believes the hardware should be developed with a traditional project management approach, but the software might be better suited to an agile framework. What is the best course of action?",,"Contract with vendor X for hardware, with vendor Y for software and use the appropriate",Contract with vendor X for both hardware and software and require an agile framework for the,Contract with vendor Y for both hardware and software and require a waterfall approach for the,Contract with either vendor X or vendor Y for both hardware and software and utilize a master,D,"Larger projects may use an adaptive approach for some deliverables and a traditional project management approach for other parts. In these cases, a governing agreement such as a master services agreement (MSA) may be used for the overall engagement, with the adaptive work being placed in an appendix or supplement. This hybrid strategy allows changes to occur on the adaptive scope without impacting the overall contract. The incorrect answer choices represent actions that will not permit the selected vendor from using the best project management approach for each aspect of the project. Since both vendors are capable of delivering both the hardware and the software, and since there is not enough information in the question to determine which one of them is better in delivering projects using waterfall or agile project management approach, among the available choices, utilizing a master services agreement (MSA) with either of the vendors provides the best answer to the question asked."
188,"You are managing a project for a company that in conjunction with another vendor has been contracted by a client to develop a customer relationship management (CRM) system for their business. Early in project execution, the client terminates the other vendor for undisclosed reasons and asks if your company can complete the entire project. You had recognized and analyzed this scenario during project planning, and now this opportunity has materialized. What should you do first?",,Check the risk register for a risk response plan,Accept the opportunity and ask for an addendum to the existing contract,Seek an expert opinion to determine whether or not to accept the opportunity,Submit a change request to update the project management plan and baselines,A,"The question indicates that you, as the project manager, had recognized and analyzed the possibility of taking over the entire project during project planning, which implies that this risk had been documented in the risk register along with its agreed-upon risk response. Keep in mind that risks can either be threats (negative risks) or opportunities (positive risks). In the scenario described the risk is considered an opportunity. Realized risks (either negative or positive) should trigger the Implement Risk Responses process. The risk register serves as an input to the Implement Risk Responses process and records the agreed-upon risk responses for each individual risk and the nominated owners for each response plan. Therefore, of the available answer choices, checking the risk register for a risk response plan is what you should do first."
189,"The project is falling behind schedule and is over budget. Nonetheless, there is pressure from the project sponsor to complete the project as scheduled. You must determine what the project’s performance must be from this point onwards to achieve the delivery goals. Which calculation are you most likely to use?",,SPI,TCPI,SV,BAC,B,"In this situation, you are faced with the project not earning the value as planned. Nevertheless, you are expected to still meet those planned targets. The rate at which your project must perform to succeed at reaching that target is what you must determine. The current schedule performance index, or SPI, is less than one. The question states that the project is underperforming. If the SPI were 1.0, then the project would be on target. Since it is below the 1.0 target, you must figure out what the SPI rate must be to make up for that lost ground and pull within the target. That calculation is the to-complete performance index or TCPI. The TCPI equation is (BAC – EV) / (BAC – AC)."
