No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Explanation
150,"Your project sponsor has asked for an overview of the performance and outcome of the project you recently closed. He is requesting a description of the overall project, information on quality and cost evaluations, and information on the completion of scope objectives and criteria for meeting them. What document will you provide him?",,The cost and scope baseline report,Final report,Quality report,Project charter,B,"The final report provides a summary of the project performance from several different areas within the project. In addition to the items requested by the sponsor in the question, the final report may include the following: information on quality objectives, the criteria used to evaluate quality, verification and delivery dates, validation information on the final product, service, or result, risks or issues encountered during the project and how they were addressed."
151,"During a meeting, two attendees begin debating the facts of a major topic of the last meeting. More participants join in and begin arguing. The debate escalates, and conversations veer farther and farther from the prepared agenda. To avoid further discord, you announce the remaining agenda items will be discussed at the next meeting and abruptly end the meeting. What should you have done differently to have a better outcome in this situation?",,Used better meeting management skills,Networked more before project execution has begun,Used body language to express your frustration,Recorded any actions to be taken and the action owner,A,"Project meetings allow project managers and team members the opportunity to utilize several of the 17 tools and techniques within the interpersonal and team skills group. This question requires the knowledge of the proper application of meeting management skills, such as taking necessary steps to ensure meetings are effective and efficient and that they meet the intended objectives."
152,"You are managing a project to reformulate a reagent using a new supplier's raw materials. An essential requirement of the new reagent is that when it is used for testing, the same sample should return the same results consistently. You are looking for a way to determine if the reagent measurements are stable and have predictable performance. Which of the following tools and techniques can help you the most?",,Failure mode and effects analysis (FMEA),Decision trees,Root cause analysis,Control charts,D,"Control charts are used to determine whether or not a process is stable or has predictable performance. Upper and lower specification limits are based on the requirements and reflect the maximum, and minimum values allowed. Control charts are used most frequently to track repetitive activities such as the results of the testing in the scenario."
153,You have just completed the creation of the stakeholder register and scheduled a meeting with the key project stakeholders. You want to ensure that they are aware of their roles and responsibilities as well as understand the key project deliverables and milestones. What should you do?,,Let the stakeholders review the stakeholder register,Let the stakeholders review the WBS and the RACI chart,Provide the stakeholders with the approved project charter,Inform the stakeholders of the approved project management plan,C,"Task 8 of Domain I of the (PMP)® Examination Content Outline reads, ""Inform stakeholders of the approved project charter to ensure common understanding of the key deliverables, milestones, and their roles and responsibilities."" To answer this question correctly, one should determine what process the project manager has just completed. The question states that you have just completed the creation of the stakeholder register, meaning you have completed the Identify Stakeholders process. This implies that the project charter has already been created and approved because the Develop Project Charter process is performed earlier in the Initiating Process Group. The project charter is a document that authorizes the existence of a project and provides the project manager with the authority to apply organizational resources to project activities. The project charter contains information about the key project deliverables and milestones as well as lists the key project stakeholders. While the PMBOK® Guide does not elaborate on the stakeholders' list in the project charter, it is reasonable to assume that the stakeholders are listed in the project charter along with their roles and responsibilities. Therefore, providing the stakeholders with the approved project charter is the best answer to the question asked."
154,"Based on your experience as a project manager, you know that there is a confusion about the difference between the Validate Scope process and the Control Quality process. Which of the following statements would help clarify this confusion?",,"The Validate Scope process is concerned with the correctness of the deliverables while the
Control Quality process is concerned with acceptance of the deliverables.","The Validate Scope process is concerned with acceptance of the deliverables while the Control
Quality process is concerned with the correctness of the deliverables.","Both the Validate Scope process and the Control Quality process are interchangeable and
concerned with the correctness and acceptance of the project deliverables.","The Validate Scope process belongs to the Executing Process Group while the Control Quality
process belongs to the Monitoring and Controlling Process Group.",B,"Both processes indicated in the scenario, Validate Scope and Control Quality, are interrelated. The Control Quality process inspects the deliverables for correctness, resulting in verified deliverables as outputs. Verified deliverables are inputs to the Validate Scope process. In the Validate Scope process, the verified deliverables are reviewed with the customer resulting in accepted deliverables. Accepted deliverables are an output from the Validate Scope process. Both processes are necessary to gain formal acceptance of the deliverable from the customer. Eventually, accepted deliverables serve as in input to the Close Project or Phase process."
155,"A_project manager uses a bottom-up approach in creating estimates for the number of programmers with the appropriate skill set that will be required for the project. Once the team resources have been estimated, what should the project manager do next?",,Develop the resource management plan,Update the requirements traceability matrix,Assign the identified resources as risk owners,Create the resource breakdown structure,D,"It can be inferred from the question that the project manager is performing the Estimate Activity Resources process. The resource breakdown structure is created as an output of this process. The resource breakdown structure is a hierarchical representation of resources by category and type. Of the available choices, creating the resource breakdown structure is the next thing the project manager should do."
156,"A_project manager has taken over a project, which is now in closure. The customer has accepted the deliverables, and the project manager is trying to determine who should sign off on the project. What should the project manager do?",,Sign the project by herself,Follow the project charter,Ask the customer to sign,Consult with the sponsor,B,"The scenario suggests the project manager is carrying out the activities associated with the Close Project or Phase process. The project charter is one of the inputs to this process and is used to provide the project manager and the team with the information on the project success criteria, the approval requirements, and who will sign off on the project. Regardless of whether the project manager was with the project since its beginning or has taken the project over during its closure, to find out who should sign off on the project, the project manager should follow the guidelines specified in the project charter."
157,"A_project involving teams and vendors in multiple countries is halfway complete when you replace the project manager. You have not managed a global project before, and you are interested in learning how the project communications are being distributed and what technology is being used to share them. Where will you find this information?",,The distribution management plan,The stakeholder engagement plan,The requirements management plan,The communications management plan,D,"The communications management plan is a component of the project management plan that describes how project communications will be planned, structured, implemented, and monitored for effectiveness. Included in the communications management plan is information such as stakeholder communication requirements, the frequency of distributions, technologies used to distribute the information, and individuals or groups who will receive the information. This document will provide all the information you need for understanding the project's communications plan. Therefore, it is the correct answer."
158,A_project is nearing its end when the project manager receives an approved change request to replace a defective unit. What should the project manager do next?,,Capture the problem in the issue log,Meet with the change control board,Have the defective unit repaired,Have the defective unit replaced,D,"The question suggests that the Direct and Manage Project Work process is being carried out. Approved change requests are one of the inputs to that process. The project manager has received an approved change request. It is now her responsibility to ensure the approved change request is implemented as specified. Since the change request calls for the replacement of the defective unit, the next step for the project manager is to have the defective unit replaced."
159,"A_project manager is organizing a meeting to gain approval for the project management plan. Before the meeting is scheduled, the organization announces a restructuring, which is effective immediately and impacts several key stakeholders for the project. To ensure the appropriate stakeholders are invited to the meeting, the project manager needs to update the relevant project documentation to reflect the new organizational structure. What is the best course of action?",,Cancel the meeting and wait for the instructions from the project sponsor,Update the stakeholder register to reflect the new organizational structure,Schedule the meeting with the original list of project stakeholders,Submit a change request to update the stakeholder register,B,"Based on the scenario provided, the new organizational structure resulted in changes among project stakeholders. Stakeholder identification is an ongoing process that can be done at any point throughout the project life cycle. Once new information about stakeholders becomes available, the stakeholder register should be updated. Since the stakeholder register is a project document, a change request is not typically required to update the stakeholder register. Regardless, no change requests are required until the project management plan has been approved. Therefore, of the available choices, updating the stakeholder register to reflect the new organizational structure is the best course of action for the project manager to take in this situation."
160,"You are managing a project, which has been plagued with quality issues, and you decide to schedule a lessons learned meeting to determine how to address the quality issues. The meeting is rather contentious with lengthy discussions about everything that has gone wrong on the project but adjourned without any concrete actions to prevent the problems from recurring. What might have made the meeting more productive?",,Development of a more detailed agenda for the meeting,The use of a skilled facilitator to guide the meeting,Inviting more appropriate meeting participants,An update to the lessons learned register after the meeting,B,"This question is a good example of questions that might be encountered in the real exam, forcing the student to choose between two potentially correct answers. In this case, a detailed agenda and a skilled facilitator both may have been beneficial in making the meeting more productive. The PMP aspirant must choose the 'best' answer of the options presented whether or not the question asks for the 'best' response. Of course, in the real world, you would elect to have both a skilled facilitator and a detailed agenda, but the PMP exam will expect the PMP aspirant to decide which answer will provide a better outcome. A facilitator can help keep you, and everyone else, on track. Lessons learned sessions don’t deliver any value when the discussion only focuses on what went wrong. A facilitator can help guide the group to turn negatives into positives by eliciting what can be done differently in the future and develop concrete actions to make sure the problems do not recur on the project. Developing a detailed agenda might have been a helpful tool to keep the meeting on track and make sure that more was discussed other than just what went wrong. However, as anyone with experience in running meetings knows, an agenda by itself will not keep a meeting on track. A skilled facilitator can ensure that meeting objectives are met with or without a detailed agenda. Therefore, of the available choices, using a skilled facilitator provides the best strategy to ensure meeting objectives are met."
161,"Your project is a few days into execution. You are concerned because you notice that your project team members hardly speak to one another, aside from polite small-talk, and do not seem to be collaborating very much. As the leader of the team, you are playing a dominant role during meetings and begin to wonder if there is something wrong with your project team. According to Tuckman, what stage is being described?",,Storming,Performing,Forming,Norming,C,"In this scenario, the project is early in execution, with the team members that have apparently just been acquired, which makes it most likely to be the forming phase - the first phase in Tuckman's Ladder. The team is still getting to know one another and adjusting to their roles while working more independently. This closely matches the definition of forming."
162,"You are managing a project and have encountered a situation that was not identified during the risk planning process. To resolve the situation, additional work is required to be added to the project. This work will increase the project cost. To whom should you escalate the need for additional funds to complete that work?",,Program manager,Project team,Project sponsor,Portfolio manager,C,"Typically, funds to cover unforeseen work come from management reserves. An approved change request is required to move funds from the management reserves into the cost baseline. Ideally, submitting a change request would be the correct answer. However, this option is not provided as an answer choice. Therefore, the goal is to select the best option among the choices given. The project sponsor provides resources and support for the project, program, or portfolio and has a high interest in enabling their success. Of the choices offered, the project sponsor would be the best person to secure additional funding for the project, either from management reserves or any other applicable source, thus making the project sponsor the best answer to the question asked."
163,The project you are leading has a current CPI of 1.0 and SPI of 0.8. You have been notified by the project management office that your project has been selected for a quality audit that is scheduled to take place over the coming weeks. What should be your primary concern with regards to the audit?,,That the project falls back in line with the project schedule,"Finding errors, defects, bugs, or other nonconformance problems in the product",Assuring that the project products fall within the sponsor's acceptance limits,"That the work performed lines up with company policies, processes, and procedures",D,"A quality audit is among the tools and techniques of the Manage Quality process, which is concerned with translating the quality management plan into executable quality activities that incorporate the organization's quality policies into the project. A quality audit is a structured, independent process used to determine if project activities comply with organizational and project policies, processes, and procedures. Quality audits do not focus on the product or the project's schedule or cost performance. Therefore, of the choices available, ensuring that work complies with the company policies, processes, and procedures should be your primary concern. One may argue that under the circumstances described in the scenario, with the project behind schedule, having an audit in the middle of project execution would be a hassle to the project manager, the team, the project stakeholders, and will likely put the project behind schedule even further. However, you, as the project manager, can do nothing about that. You have no choice but accept the fact the audit is coming and have to be prepared for it. So what will be your primary concern with regards to the audit? As mentioned above, quality audits do not focus on the product or the project's schedule or cost performance. Therefore, of the choices available, ensuring that work complies with the company policies, processes, and procedures should be your primary concern."
164,"Midway into project execution, a supplier notifies the project manager that the roof over their manufacturing plant has collapsed due to a tornado. The supplier wants to terminate the contract citing the 'Act of God' clause in the contract. What should the project manager do next?",,Close the procurement with the supplier,Begin the process of claims administration,Insist the supplier delivers on the contract,Consult with the project sponsor,A,"Vendor contracts typically contain a force majeure clause, sometimes referred to as an 'Act of God clause', which provides a defense mechanism against breach of contract for circumstances beyond human control such as natural disasters. The reason for terminating the contract provided by the vendor appears to meet the definition of a force majeure. Hence, the vendor is within their legal right to terminate the contract. The project manager should close the procurement and focus on finding another qualified vendor to supply the required parts."
165,"Due to funding related issues a few months ago, your company was forced to terminate some of its projects. Since then, one of the projects has been re-initiated, and you have been assigned to manage it. You want to find out the exact reasons for the termination of the project. Which of the following should you review to obtain this information?",,"Final product, service, or result",Project documents,Lesson learned repository,Project or phase closure documents,D,"When a project is closed (either as planned or terminated prematurely) or, in other words, when the Close Project or Phase process is complete, project or phase closure documents, an output of this process, indicate the reason why the project was terminated and formalize the procedures for the transfer of the finished and unfinished deliverables of the canceled project to others. Project or phase closure documents are organizational process assets. Therefore, to find out the exact reasons for the termination of the project, of the available choices, reviewing the project or phase closure documents will provide you with the needed information and is, therefore, the best answer to the question asked."
166,A_senior executive suggests initiating a project to replace a significant portion of the company's labor force with an automated production line. Other company executives are skeptical that this approach is the best way to increase profit margins and wonder if they are ready to sponsor such an effort. What is the first thing that should be done in this scenario?,,Performing a needs assessment,Consulting with the project management office,Appointing a project sponsor to create a project charter,Providing a project manager with the authority to apply organizational resources,A,"In this scenario, the skepticism of the other executives suggests that the proposed solution only partially, if at all, addresses the need to increase profit margins. The executive team thinks other alternatives and additional solutions should be considered to increase margins. In other words, the needs assessment should be performed first. The needs assessment involves understanding business goals and objectives, issues, and opportunities and recommending proposals to address them. Therefore, the first thing for the company to do in this situation before taking any action is to perform a needs assessment to evaluate options to address the competitive issues faced by the company, and only then provide recommendations."
167,"You want to determine the progress that the team members have made so far on the project you are leading. You see that activity A was completed on July 30th and took 25 hours, activity B is not yet complete, but has taken 12 hours so far, there have been 15 change requests, and the actual costs are $1.1 million. What is this information called?",,Work performance data,Progress activity data,Work performance reports,Work performance information,A,"Work performance data is raw observations and measurements that are collected during project execution. Work performance data is an input to various controlling processes where it is analyzed and put into context and becomes an output called work performance information. Work performance reports are the organized presentation of the work performance information used to generate decisions, raise issues, or awareness. Since the information you have received is raw data and out of context, it is work performance data."
168,"On a project that you are leading, you have developed all subsidiary management plans and had them approved. What should you do next?",,Collect detailed requirements,Develop the process improvement plan,Create the work breakdown structure,Develop the project scope statement,A,"The project management plan consists of several components. They are grouped into three main categories: the subsidiary management plans (those that cover project management knowledge areas, such as the scope management plan, the cost management plan, etc.), the baselines, and additional components. The question states that the subsidiary management plans have been developed and approved. The subsidiary management plans are typically created at the beginning of project planning. Those plans mainly answer the question, ""How would you manage Knowledge Area XYZ on your project?"". For example, the scope management plan would describe how the project scope will be defined, developed, monitored, controlled, and validated. This plan, however, does not include the requirements themselves. Therefore, of the choices provided, you have to select the one that logically comes after these subsidiary plans have been approved. For example, developing baselines should likely be the next step. Collecting detailed project requirements is the first step in creating the scope baseline. In other words, the goal of the Planning Process Group is to come away with a thoroughly planned project and well-defined scope statement. The beginning steps of planning are determining how you will plan for each knowledge area followed by collecting detailed requirements from stakeholders. The foundation for defining the product and project scope results from the proper collection of requirements from stakeholders so you will understand their needs and objectives. In this scenario, you have planned for all the knowledge areas so the next step in planning would be collecting requirements which will lead you to a well-defined scope statement that will become part of the scope baseline."
169,You are managing a multiphase project. Different teams will be working during different phases. When would you typically schedule the kick-off meeting?,,At the beginning of each phase,"Once, at the beginning of the project",Multiphase projects do not require a kick-off meeting,At the beginning of every quarter,A,"The purpose of the kick-off meeting is to communicate the objectives of the project (or phase), gain the commitment of the project team, and explain the roles and responsibilities of the project stakeholders. A project phase is a collection of logically related activities that culminates in the completion of one or more deliverables. Typically, each project phase has its own objectives. Sometimes, each project phase is executed by a different team, which is the scenario described in the question. The phases may also have different stakeholders. Therefore, it makes sense to hold the kick-off meeting at the beginning of each phase to communicate the objectives of the phase, gain the commitment of the new team, and explain (or remind) roles and responsibilities of the project stakeholders."
170,"In a phone call between the client and the project manager, the client requests that a feature is to be added to the product. The project manager agrees to include the feature for an extra $5,000 and instructs the team to develop the feature. The product is delivered, the client is pleased and accepts the deliverables but refuses to pay the cost of the added feature. How could this situation have been avoided?",,The project manager could have selected a more appropriate choice of communication media.,The scope could have been cut to balance the cost of the feature.,The project manager should have requested a lower price for the feature.,Nothing could have been done differently.,A,"The question refers to the Manage Communications process. The choice of media is part of this process and includes decisions such as when to communicate in writing versus orally. The project manager should have followed up with formal written communication in the form of an updated contract to reflect the increased cost associated with the increase in the project's scope, instead of relying on informal oral communication. If the project manager had selected the appropriate choice of media, the issue likely could have been avoided."
171,"To better understand the manufacturing process flow, a project manager needs a visual representation of the sequence of steps for the process, which can then be used to identify where quality defects can occur and where to incorporate quality checks. What diagramming technique would be most helpful in this situation?",,Flowchart,Ishikawa diagram,Matrix diagram,Influence diagram,A,"A flowchart is a depiction in a diagram format of the inputs, process actions, and outputs of one or more processes within a system. When flowcharts are used to represent the steps in a process, they are sometimes called a process flow diagram and can be used for identifying where quality defects can occur or where to incorporate quality checks. Among the available options, only a flowchart provides a visual representation of the sequence of steps in a process as is asked by the question."
172,You are looking for guidance on how to acquire a team for your project. Where is the best place to look for this information?,,Project charter,Stakeholder engagement plan,Resource management plan,Procurement management plan,C,"The resource management plan is the component of the project management plan that provides guidance on how project resources should be categorized, allocated, managed, and released. This is the best place to find guidance on how to acquire on the project team."
173,Project managers spend most of their time doing what?,,Communicating with team members and other project stakeholders,Writing manuals for the product developed by the project,Interacting with the project sponsor to secure funds for the project,Doing nothing because the project team does most of the work,A,"According to the reference, ""Communication has been identified as one of the single biggest reasons for project success or failure. Effective communication within the project team and between the project manager, team members, and all external stakeholders is essential."" This is the reason for why project managers spend most of their time communicating with team members and other project stakeholders."
174,A_stakeholder involved in the project wants to increase the scope of the project. The stakeholder knows that the project management plan authorizes a change control board (CCB) to evaluate all change requests but is unsure of the process for submitting a change request and wants to know who is authorized to make the request. How should the project manager respond to the stakeholder?,,All change requests must be submitted by the CCB.,Only the project sponsor can submit change requests.,The project manager is responsible for submitting change requests to the CCB.,Any stakeholder involved in the project can submit a change request.,D,"
A change request should be submitted to change the scope of a project. The change request becomes an input to the Perform Integrated Change Control process. The CCB is responsible for evaluating the request and rendering a decision. However, any stakeholder involved in the project can submit the change request. 

"
175,"You have been requested to provide information on your project’s activities and processes to a unit within your company but external to the project. This group of individuals will compare the information to organizational and project policies, processes and procedures and identify good and best practices being used as well as nonconformity, gaps, and shortcomings within project activities and processes. What tool or technique is being conducted by the external team?",,Audits,Statistical sampling,Data analysis,Problem solving,A,"Audits which are defined as structured, independent processes assist project management in determining if project activity and processes comply with the policies and procedures prescribed. During the Manage Quality process, the data and results from the Control Quality process are used to determine the overall quality of the project work. The quality status is made available to the project stakeholders. Audits are one of many tools used to manage quality and increase the probability of meeting quality objectives and identify ineffective processes that cause poor quality."
176,The project sponsor asks the project manager how they plan to meet customer expectations and ensure the achievement of project objectives. The project manager replies that it would be best to:,,Identify key deliverables based on the business requirements,Develop a perfect project management plan,Maintain quality of the deliverables within six sigma standard deviation,Make sure each project risk has a response and an owner,A,"Business requirements describe the high-level needs of the organization and the reasons of why a project has been undertaken. According to task 2 of Domain I in the Project Management Professional (PMP)® Examination Content Outline, in order to manage customer expectations and direct the achievement of project goals, project managers have to identify key deliverables based on the business requirements."
177,"A_project manager is performing quality assurance for a complex software development project. The project has experienced a trend of increasing escaped defects. To improve the quality of the product, the project manager and the team have created the diagram below. How is the team attempting to reduce defects and improve quality in this scenario?",images\test_1\q_177.png,Utilizing an affinity diagram to show areas that should be focused on the most,Using a matrix diagram to show relationships between the rows and columns,Developing a scatter diagram to show the relationship between variables,Creating a histogram to show the number of defects per deliverable,A,"The question states that the project team is performing quality assurance, which indicates that the Manage Quality process is underway. Affinity diagrams are one of the data representation techniques that may be used during the Manage Quality process. The diagram presented by the question is an example of an affinity diagram. Affinity diagrams can organize potential causes of defects into groups showing areas that should be focused on the most. The incorrect answers describe other types of data representation techniques."
178,"To define the product that will be produced by the project, the project team is using a product analysis technique that helps with breaking down the high-level requirements into the level of detail needed to design the product. Which of the following is the product analysis technique used by the team?",,Work breakdown structure,Product planning,Progressive elaboration,Product breakdown,D,"Product analysis can be used as a tool to define the scope of a project. It involves methods for translating high-level product or service descriptions into meaningful deliverables. Requirements are captured at a high level and decomposed to the level of detail needed to design the final product and define the scope. Examples of product analysis techniques include product breakdown, requirements analysis, systems analysis, systems engineering, value analysis, and value engineering. In the scenario described, the team breaks down the high-level requirements into the level of detail needed to design the product, which corresponds to the product breakdown technique, making it the best answer among the choices given."
179,"A_project manager is 11 months into a project that was planned to be completed in two years. From a schedule perspective, half of the work has already been completed. What is the SPI and project status?",,1.09 and the project is behind schedule,1.09 and the project is ahead of schedule,0.92 and the project is behind schedule,0.92 and the project is ahead of schedule,B,"Earned schedule (ES) is an extension of the theory and practice of earned value management (EVM) which is one of the trends and emerging practices in project cost management. Earned schedule theory replaces the schedule performance index measures used in traditional EVM (where the schedule performance index (SPI) was calculated as earned value (EV) divided by planned value (PV)) with earned schedule (ES) and actual time (AT). The equation for calculating the schedule performance index (SPI) using earned schedule is: SPI = ES / AT In the scenario provided, the ES is stated as half of the total project schedule of 2 years (24 months) or 12 months. The AT is stated as 11 months. Therefore, the SPI calculation is as follows: SPI = 12 / 11 = 1.09 Since the SPI is greater than one, the project is ahead of schedule."
180,"You are leading a project for a weak matrix organization, which will use internal resources. As you acquire the team members, you realize that the staff being offered to you lack the necessary skills required to perform the project work. Training these individuals will take too long, and the training costs were not included in the project budget. What is the first thing you should do in this situation?",,Issue a change request,Use your authority as the project manager to obtain the required resources,Escalate the issue to the project sponsor,Negotiate with the functional managers,D,"This question is a good example of what you will see on your real exam – two answer choices which could be equally correct. Both submitting a change request and negotiating with the functional managers are plausible first steps you, as project manager, could take in this situation. We have selected negotiation just because we could not mark two choices being correct answers. The main lesson to take from this question is to be ready during the real exam to face ambiguous questions with answer choices extremely close to one another and always select the answer choice you think is the best of those provided. It will not always be the ideal answer or the answer you would like to see as the correct one, but it should be better than the others. Unfortunately, on the real exam, you will never know what the actual correct answer to a particular question was. You will only see your final result and will be unable to contact the PMI and argue with them on the correctness of their answers. Therefore, the best advice we can provide you while you are preparing for and taking your exam is to make reasonable assumptions based on all available information in the scenario and, of the choices given, select the ‘best’ answer to the question asked or the answer you believe should be the correct one. Here are some justifications of why negotiating first, before submitting a change request, could be a better answer choice. With the Acquire Resources process underway, it is crucial that the project manager obtain the necessary resources to meet project objectives. The question states that the performing organization is structured as a weak matrix. In a weak matrix organization, the project manager has limited authority and little control over resources, as the personnel needed for the project team report to a functional manager rather than the project manager. If the resources being offered are inadequate to complete the project successfully, the project manager should negotiate for the a"
181,"According to the project management plan, your team will be virtual. To select the project team members, you are using an analytical approach by ranking and evaluating the candidates on various criteria such as experience, knowledge, cost, and even time zones. What tool or technique are you using?",,Interpersonal and team skills,Colocation,Multicriteria decision analysis,Pre-assignment,C,"According to the scenario, you are performing the Acquire Resources process. Multicriteria decision analysis is an example of the decision making technique that can be used as part of this process. Selection criteria are often used to select the project team members. Using a multicriteria decision analysis tool, criteria are developed to rate or score potential resources. In the scenario, you are ranking and evaluating the candidates on various criteria such as experience, knowledge, cost, and even time zones. This description closely matches the definition of the multicriteria decision analysis, making it the best answer to the question asked."
182,"A_pharmaceutical company invested $5,000,000 in a project to develop a new drug to treat hypertension, which was terminated before completion. However, before the project was canceled, testing indicated that a side effect of the drug was the stimulation of hair growth. The pharmaceutical company is now in the initiation stage of a new project to develop the drug as a treatment for hair loss. How should the $5,000,000 spent on the previous project be treated with respect to the benefits analysis of the new project?",,Investment costs that must be included as a cost to the new project,Sunk costs that should not influence future decisions,Opportunity costs that should be considered before approving the new project,Included in the payback period for the new project,B,"When a project is terminated prematurely, there is a chance that some useful business value will already have been generated, such as in the scenario described where a side effect of the drug was the stimulation of hair growth. This situation allows the premature closure to be less of a failure due to sunk costs. However, sunk costs are the costs that have already been incurred and cannot be recovered. The $5,000,000 represents sunk costs which are not relevant to the new project and should not influence the decision of whether or not to proceed with the new project. For example, if a real estate investor buys a home and invests $300,000 in the home and renovations, but the market value of the renovated house is only $250,000. The fact that the real estate investor spent $300,000 (sunk costs) does not influence the amount for which the renovated home can be sold. While the topic of this question is not included in the PMBOK® Guide, the Project Management Professional (PMP)® Examination Content Outline, June 2015, covers knowledge and skills, such as project selection, with which PMP aspirants are expected to be familiar. Project finance principles are among these knowledge and skills."
183,"A_project to build a prototype brake assembly is underway. Two team members disagree on the testing and assembly sequence. One wants to test each part before final assembly, while the other wants to wait to test the final assembly as a whole. With facilitation, they agree to perform some quick tests on the parts before assembly into the prototype. They also agree not to repeat the same tests on the final assembled prototype. What was the conflict management technique used in this scenario?",,Smooth/accommodate,Force/direct,Compromise/reconcile,Withdraw/avoid,C,"The question best describes the compromise/reconcile conflict resolution technique. There was some give and take on both sides to resolve the conflict, with some tests performed before assembly and some tests performed post-assembly. Both parties gave up something and received partial satisfaction relative to their initial position. The compromise/reconcile approach is the best description of the scenario presented by the question."
184,"As part of project planning, a team member is using the resource breakdown structure and RACI chart. What process would benefit the most from these techniques?",,Control Costs,Plan Resource Management,Identify Stakeholders,Manage Project Knowledge,B,"Both the resource breakdown structure and RACI (responsible, accountable, consult, and inform) chart are used in the Plan Resource Management process as techniques to represent data. The resource breakdown structure is a hierarchical chart showing team and physical resources related by category and resource type. It breaks down required resources into small enough detail as to be used in conjunction with the work breakdown structure (WBS) for further planning. The RACI chart is useful for ensuring team members' roles and responsibilities are clear, especially when the team consists of internal and external resources."
185,"While checking the resource calendars, you see that the company's 3D printer is reserved for another project manager during the same time that you need the printer to create a prototype for your project. You speak with the other project manager and offer to provide him with a member of your project team to complete his project sooner. This solution will free up the printer in time for you to keep your project on schedule. You both see this solution as a win-win. What tool or technique are you using to gain timely access to the printer?",,Control Resources,Prototype,Soft skills,Win-win technique,C,"The question suggests that the project management process of Control Resources is being performed. Interpersonal and team skills, also known as ""soft skills"", is one of the tools and techniques associated with the Control Resources process. The interpersonal and team skill of negotiation is what is being used in this case to gain timely access to a critical resource."
186,"You have been recruited by a well-respected vice president (VP) in your company to be the project manager of an important company initiative. The VP wrote the business case, worked with you on the project charter, and has attended every meeting to date. You are currently creating the stakeholder engagement assessment matrix. What current engagement level would you assign the VP?",,"Supportive - because the VP is aware of the project's potential impacts and supportive of the
work and its outcomes.","Leading - because the VP is aware of the project's potential impacts and actively engaged in
project success.",Authority - because the VP is an executive overseeing the project.,Neutral - because the VP is a vice president and can be neither supportive nor unsupportive.,B,"You can rule out 'neutral' because the VP is too involved with the project to be indifferent. You can also rule out 'authority' because it is not an engagement level specified in the PMBOK® Guide. 'Supportive' would be a good choice, but 'leading' is a better answer because the 'leading' engagement level means the stakeholder is not only aware of the project and its potential impact but is also actively engaged with the project ensuring that the project is a success."
187,"You have been informed that one of the critical path's activities must finish no later than September 1st. As a result of this imposed date, the activity's float became negative, and the project schedule is no longer feasible. Which of the following is the best solution?",,Leveling resources,Crashing the schedule,Consulting the issue log,Terminating the project,B,"During planning, the critical path is characterized by zero total float. During project execution, if duration and relationship logic violate a constraint on the late date on a schedule network diagram, it results in negative float, which means the schedule is not feasible. The scenario describes an imposed date. An imposed date is a fixed date imposed on a schedule activity or schedule milestone, usually in the form of a “start no earlier than” and “finish no later than” date. Such a schedule constraint may cause the activity float to become negative, which is what happened in the scenario. Therefore, you should look for an option that would realign the schedule with the baseline. Of the choices provided, only crashing would allow shortening the duration of the project schedule, thus providing the best chance to complete the project on time."
