No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Explanation
156,"A project team is creating the work breakdown structure (WBS) for a research and development project. After the team has completed the scope baseline, they begin the process of building the schedule. While reviewing the WBS, the project manager realizes that the team did not follow the 100 percent rule during decomposition. Which of the following is the most likely problem with the WBS?",,The WBS represents 100 percent of the product and project work.,The WBS dictionary is not 100 percent complete.,The project team did not use a rolling wave planning technique.,The project management work is missing from the WBS.,D,"The WBS represents all product and project work, including the project management work. The total of the work at the lowest levels should roll up to the higher levels so that nothing is left out and no extra work is performed. This description is sometimes called the 100 percent rule. If the project team did not include the project management work in the WBS, then they did not adhere to the 100 percent rule. Therefore, the most likely problem with the WBS determined by the project manager was missing project management work."
157,"A company must decide between renovating an existing building or constructing a new one. Each approach would require an initial investment of $250,000. The renovation has a payback period of 2.5 years whereas the new construction has a payback period of 4.5 years. Your company president would need to make the final decision. All else being equal, which approach should you recommend as the better investment?",,The construction of a new office building,The renovation of the current office building,There is not enough information to make a decision,Both options are equal since the initial investment is the same,B,"The payback period refers to the period of time required to recoup the funds expended in an investment or to reach the break-even point. The shorter the payback period, the more attractive the project because the money is free to be used elsewhere. In this scenario, renovating the current office building is the better investment because it has a shorter payback period than building a new office building. Therefore, provided everything else is the same for both projects, the full renovation of the current office building should be the approach you recommend."
158,You are a project manager assisting the project sponsor with pre-project work for a research and development project. The sponsor wants to make sure that customer expectations are met and project goals achieved. What is your best course of action to address the sponsor's request?,,"Identify high-level risks, assumptions, and constraints",Perform stakeholder analysis using appropriate tools and techniques,Identify key deliverables based on the business requirements,Conduct benefits analysis with relevant stakeholders,C,"The Project Management Professional (PMP)® Examination Content Outline contains a list of tasks for each domain, with which PMP aspirants are expected to be familiar. Task #2 of the initiating domain states, ""Identify key deliverables based on the business requirements in order to manage customer expectations and direct the achievement of project goals."" Therefore, the choice that more accurately matches the description of this task is the best answer to the question asked. One may argue that every answer is technically correct. While this is true, the question's focus is on customer expectations and the achievement of project goals. From the customer perspective, your organization (in the scenario described) is a vendor. The customer would likely less care about the stakeholder analysis that the vendor performs; the customer would likely less care about benefits analysis performed by the vendor; same goes to the high-level risks, assumptions, and constraints. However, the key deliverables that the vendor should deliver based on the customer's business requirements are what likely be the main concern of the customer. Therefore, of the choices provided, to manage customer expectations and direct the achievement of project goals, you, as the project manager of the performing organization, should focus your efforts on identifying key deliverables based on the business requirements."
159,"You are a project manager conducting a meeting with your project team. The goal of the meeting is to improve the overall team environment to enhance project performance. The meeting becomes contentious with team members interrupting each other and being disrespectful to each other's suggestions. You attempt to return civility to the meeting by establishing ground rules for acceptable behavior, but working relationships may already be damaged. What might you have missed that could have prevented this situation?",,Sharing the team management plan with the project team,Involving the project team in the creation of a team charter and gaining agreement with the,Allowing the team members to work independently and avoid interaction,Making sure each team member has a copy of the project charter,B,"It can be inferred from the question that the Develop Team process is being performed, and one of the inputs into this process is the team charter. The team charter is a document that records the team values, agreements, and operating guidelines, as well as establishing clear expectations regarding acceptable behavior by project team members. There is not enough information in the question to discern if the team has or has not been involved in the creation of the team charter. However, of the available choices, involving the project team in the creation of the charter and gaining agreement to the content may have prevented the issue described by the question and, therefore, is the best answer to the question asked."
160,"Before you begin project planning, at a high level, you want to ensure a common understanding of the key deliverables among the stakeholders. What is the best way for this to be accomplished?",,Share the project charter with the stakeholders,Email a copy of the project scope statement to the stakeholders,Refer the stakeholders to the project management plan,Cannot be done yet as stakeholders have not been identified at this point in the project,A,"The question states that project planning is about to begin which suggests that the processes of the Initiating Process Group have been completed. The Initiating Process Group consists of two project management processes, Develop Project Charter and Identify Stakeholders. Therefore, the project charter and a list of stakeholders are available prior to project planning. At a high level, the project charter ensures a common understanding by the stakeholders of the key deliverables, milestones, and the roles and responsibilities of everyone involved in the project."
161,"During project execution, a vendor is not able to deliver on their contract. Before executing on the previously planned risk response of contacting a secondary vendor, the risk owner goes on vacation and delegates the finalization of the procurement to a project team member. Unfortunately, the project team member forgets to complete the procurement process. Who is ultimately accountable for ensuring the implementation of the risk response plan in this situation?",,Risk owner,Project manager,Project sponsor,Team member,B,"As is common with PMP exam questions, there may be more than one correct answer. However, only one answer choice can be selected. Always look for the 'best' answer even when the question does not explicitly ask for this. In the scenario described, the project manager, risk owner, and project team member all share responsibility for the failure to complete the execution of the risk response. However, even though others share responsibility, the project manager is ‘ultimately’ responsible, or, in other words, accountable, for the achievement of the project objectives. The project manager can delegate tasks and assignments but cannot delegate the accountability for ensuring that those tasks and assignments are completed. Therefore, of the available choices, saying that the project manager is accountable for ensuring the implementation of the risk response plan is the best answer to the question asked."
162,"You are managing a project with a team of junior engineers. You understand that a high-performance team will increase the likelihood of meeting project objectives. To grow a successful project team, you implement activities such as training and team building. Which of the following outputs will help you the most in evaluating the effectiveness of your efforts to develop a successful team?",,The team charter,Team performance assessments,Team building register,Individual and team assessments,B,"Team building activities are tools used to develop a project team that will work together interdependently and cooperatively to accomplish the project work. A successful team needs to work well together and be effective. By conducting evaluations of the team's overall performance, the project manager can identify specific training, coaching, mentoring, or changes required to improve the team's performance. This is done by team performance assessments."
163,"The project manager is currently closing a procurement with a contractor and has requested the final invoice. The contractor forwarded an invoice for $100,000. However, according to the project manager's calculation and the work delivered by the contractor, the invoice should be no more than $70,000. What should the project manager do?",,"Pay the contractor $70,000",Talk to the contractor,Use alternative dispute resolution (ADR),Take the contractor to court,B,"The scenario describes a project in the closing stage. Procurements should be closed, and all claims settled before the project can be closed. Procurements are closed as part of the Control Procurements process. Claims administration is one of the tools and techniques of this process. In all procurement relationships, the ideal method of finalizing all outstanding issues, claims, and disputes is through negotiation. In the scenario described, the project manager does not know if the $30,000 difference between the invoice and the project manager's calculation is a mistake or an issue. Therefore, talking directly to the contractor is the easiest and fastest way to determine the root cause of the discrepancy. Whenever a settlement cannot be achieved through direct negotiation between a buyer and a seller, some form of alternative dispute resolution (ADR), such as mediation or arbitration may be explored. When all else fails, litigation in the courts is possible but is considered the least desirable option."
164,"In order to avoid dealing with change requests, a project manager decided to invest more time into meticulously developing the scope baseline and ensuring its complete accuracy. The rationale for this approach is that time and money could be saved by not submitting, evaluating, and implementing change requests, and it would be better to have the development team focus on creating the project scope. What feedback might a project management professional have for the project manager?",,"A project manager can tailor the project management plan to the requirements of the project as
appropriate.","As long as all project stakeholders agree to the approach suggested by the project manager, the
approach will work.","The project manager should just reject any submitted change requests rather than refusing to
accept them.","It is unrealistic to presume that all changes can be avoided even with a meticulously developed
scope baseline.",D,"Change is inevitable, and it is impossible for a project manager to anticipate every challenge that might be encountered during project execution. There are many aspects of the project that are beyond the project manager's control. It is better to develop a well-prepared change management plan than attempting to avoid all changes. Therefore, of the available choices, the best feedback to provide to the project manager is to state that it is unrealistic to presume that all change can be avoided even with a meticulously developed scope baseline."
165,You are conducting a meeting to update key stakeholders on the progress of your current project. One of the key stakeholders states that the project no longer makes any business sense and should be terminated. What should you do first?,,Update the issue log,Escalate the issue to the project sponsor,Terminate the project,Hold a meeting with the stakeholder,A,"An issue can be described as a current condition or situation that may have an impact on the project objectives. A key stakeholder stating that the project no longer makes business sense is an issue which, at the very least, will impact stakeholder engagement. The issue log documents all known issues related to the project and stakeholders. While it could be just a subjective opinion of one stakeholder only, this opinion is an issue which affects this key stakeholder's attitude toward the project and is, therefore, should be captured in the issue log, investigated, and if determined to be the real problem, resolved, and its resolution monitored. Therefore, of the available choices, the first thing you, as the project manager, should do is to update the issue log."
166,"You have just taken over as manager of a project and have immediately noticed that the stakeholders are showing little to no interest in the project’s status and projections. As the project manager, you feel that having more interest from the stakeholders would ultimately benefit the success of the project. What is the best course of action to determine which stakeholders would be the best to communicate with first?",,Meet with each of the stakeholders individually as it is always important to get to know them,Review the stakeholder register to determine key stakeholders to reach out to and provide project,It is best to do nothing as stakeholder interference may cause more work for the project team,Organize a meeting in which all stakeholders are invited to discuss the project status,B,"As the new project manager on an already established project, it is prudent first to become knowledgeable about the stakeholders and what their expectations are for the project. The stakeholder register is a comprehensive document that provides details about the stakeholders, such as their background information, expectations and requirements, influence, and their classification. These points are helpful to know before taking the next steps of reaching out to them."
167,"During project execution, the sponsor informs the project manager that a new influential stakeholder has just joined the organization and will be responsible for a few aspects of the project. What is the best course of action for the project manager to learn about the stakeholder's requirements and expectations?",,Revise the stakeholder engagement assessment matrix,Submit a change request to update the stakeholder engagement plan,Update the RACI chart with the responsibilities of the new stakeholder,Schedule a meeting with the new project stakeholder,D,"The Manage Stakeholder Engagement process is the process of communicating and working with stakeholders to meet their needs and expectations, address issues, and foster the appropriate stakeholder involvement. In order to effectively manage the new stakeholder's level of engagement, the project manager must understand, among other things, the stakeholder's requirements and expectations. Meeting with the stakeholder provides an opportunity for the project manager to establish a relationship and gather the necessary information from the stakeholder to engage her effectively. Therefore, of the available options, the best course of action for the project manager to do is meet with the stakeholder to learn the stakeholder's requirements and expectations for the project. The incorrect answer choices represent actions that may not be necessary, or the project manager does not have enough information to perform at this point."
168,"Midway into project execution, the customer runs out of money and cannot pay for the project. What should the project manager do next?",,Use management reserves,Complete the project as planned,Archive project information,Take the customer to the court,C,"The project is not over when the product scope has been completed or if the project is terminated early; there is still one more process to perform. The Close Project or Phase process includes activities necessary for the administrative closure of the project. This process finalizes all activities across all process groups to formally close out the project. In the scenario described, the customer has run out of money for the project, implying the project is terminated prematurely. No matter the circumstances causing a project to end, the administrative closure should always be performed. One of the activities conducted during the Close Project or Phase process is archiving project information for future use by the organization, making this choice the best answer to the question asked. A better answer choice would probably be starting the Close Project or Phase process; however, this option is not provided."
169,"A first-time project manager is struggling with the implementation of the schedule management plan for a project to create a new smartphone application. The product is being developed incrementally, and the project manager decided to use an adaptive approach for this project. What would be the best advice to provide to the first-time project manager?",,An adaptive approach is not appropriate for incrementally developed products,Maximize work in progress by using a Kanban board,Use pull-based scheduling by incorporating a Kanban board,Focus on developing a highly detailed schedule of activities,C,"Adaptive approaches use short cycles to undertake work, review the results, and adapt as necessary. These cycles provide rapid feedback on the approaches and suitability of deliverables, and typically manifest as iterative schedule and on-demand, pull-based scheduling. This approach, typically used in a Kanban system, is based on the theory-of-constraints and pull-based scheduling concepts to limit a team's work in progress in order to balance demand against the team's delivery throughput. A Kanban board provides a visual representation of the workflow. Rather than using a previously developed schedule, activities to develop the product are captured on cards which are pulled through the stages of the workflow represented by columns on the Kanban board. Therefore, of the available options, the best advice to provide to the first-time project manager is to use pull-based scheduling by incorporating a Kanban board."
170,"On your current project, you have participated in the development of the project charter, finalized the stakeholder register, and just completed the development of the project management plan. What still needs to be done before project execution can begin?",,"Nothing; with the completion of the project management plan, project execution can begin",Approval of the project charter by the project sponsor,Approval of the project management plan by the relevant stakeholders,Development of the business case and benefits management plan,C,"The Project Management Professional (PMP)® Examination Content Outline contains a list of tasks for each domain, with which PMP aspirants are expected to be familiar. Task #11 of the planning domain states, ""Present the project management plan to the relevant stakeholders according to applicable policies and procedures in order to obtain approval to proceed with project execution."" Therefore, the review and approval of the project management plan should be completed before project execution begins."
171,"A recently completed project cost more and took longer than it should have. A root cause analysis was performed, and it was determined that the cost of quality exceeded what was optimal. Apparently, the quality management plan included extensive and very costly testing to ensure that there were zero escaped defects in the product. What might have prevented this situation?",,Conducting a sensitivity analysis,A more thorough stakeholder analysis,Performing a cost-benefit analysis,Including a SWOT analysis,C,"The optimal cost of quality is one that reflects the appropriate balance for investing in the cost of prevention and appraisal to avoid failure costs. A cost-benefit analysis can be used to determine the point where investing in additional prevention/appraisal costs is neither beneficial nor cost-effective. A cost-benefit analysis of each quality activity compares the cost of the quality step to the expected benefits. This analysis can help the project manager determine if the planned quality activities are cost-effective. Therefore, performing a cost-benefit analysis could have determined that doing extensive testing to ensure zero escaped defects in the product would have caused the project to be over budget and behind schedule and, therefore, might have prevented the problem from occurring."
172,A project manager has requested one of the team members to assist in the development of the change management plan. The team member has only worked on agile projects and is not familiar with how the change management process is handled on projects with a traditional waterfall framework. What might the project manager state regarding the purpose of developing a change management plan?,,To avoid gold plating by developers during project execution,To prevent changes from occurring on the project,To provide direction for managing the change control process,To streamline the approval of all change requests,C,"The change management plan is created as part of the Develop Project Management Plan process. While a change management plan may not even be used for agile projects, it is a critical component when utilizing a traditional waterfall framework. The purpose of a change management plan is that it provides direction for managing the change control process and documents the roles and responsibilities of the change control board (CCB)."
173,"A project manager is 20 weeks into a project that was planned to be completed in one year. From a schedule perspective, half of the work has already been completed. What are the earned schedule and schedule variance for the project?",,26 weeks and 6 weeks,20 weeks and 6 weeks,52 weeks and 20 weeks,26 weeks and 20 weeks,A,"Earned schedule (ES) is an extension of the theory and practice of earned value management (EVM) which is one of the trends and emerging practices in project cost management. Earned schedule theory replaces the schedule variance measures used in traditional EVM (where the schedule variance (SV) was calculated as earned value (EV) minus planned value (PV)) with earned schedule (ES) and actual time (AT). The alternate equation for calculating schedule variance is: SV = ES - AT In this scenario, the project was scheduled for one year. While the scenario does not specify the number of weeks in a year, based on the answer choices provided and general project management practices, it can be reasonably assumed that one year consists of 52 weeks. Therefore, half of the scheduled work that has been completed represents the earned schedule (ES) of 26 weeks. The actual time (AT) is stated as 20 weeks. The schedule variance (SV) is the earned schedule (ES) minus actual time (AT): SV = 26 weeks - 20 weeks = 6 weeks Therefore, in this case, the ES is 26 weeks, and the SV is 6 weeks. Even though the question does not require to interpret these values, positive schedule variance of 6 weeks means that the project is ahead of schedule by 6 weeks."
174,"A project manager is leading a large and complex project. During the execution stage, a serious problem occurs that could threaten the successful completion of the project. The project manager checks the risk register and discovers that this risk was not previously identified. With the project at risk, what should the project manager do first?",,Execute the contingency plan,Reevaluate the process of identifying project risks,Implement the fallback plan,Create a workaround,D,"The question suggests that the project manager was trying to carry out the Implement Risk Responses process. However, the problem described in the scenario represents a previously unidentified risk which now threatens the successful completion of the project. Since the risk was not previously identified, no response plans exist. The immediate concern of the project manager should be to create a plan to address the realized risk that now threatens the project. Workarounds are responses to problems that develop while the project is being worked that were never identified. Ideally, when a new risk arises that has not been identified during project planning, several risk management processes should be triggered to identify the risk, evaluate the risk, and develop an appropriate response. However, this option is not provided as an answer choice. Therefore, of the available choices, the project manager should first create a workaround to address the problem which threatens the project. Note, risks that have not been identified during project planning are considered unknown-unknowns and should be addressed using management reserves. However, this answer choice is not provided either. While the topic of this question, workaround, is not included in the PMBOK® Guide, the Project Management Professional (PMP)® Examination Content Outline, June 2015, covers cross-cutting knowledge and skills, such as problem-solving tools and techniques, with which PMP aspirants are expected to be familiar."
175,"During project execution, team members recommend using a process that will allow individual work packages produced by one project team member to be evaluated by another team member in order to determine if the work conforms to documented standards. Which of the following do the team members recommend?",,Cross-pollination,Performance reviews,Peer review,Osmotic communication,C,"Peer reviews, audits, walkthroughs, or just reviews, are all different names of inspection, one of the tools and techniques used in several project management processes, such as Validate Scope or Control Quality. Peer reviews examine the work product to determine whether it conforms to documents standards. While the PMBOK® Guide does not specify that the peer review should be performed by the members of the same team as described in the scenario, such practice is acceptable and does not diminish the validity of the correct answer."
176,"The project has a fixed cost and schedule but has some flexibility in terms of scope. A request for proposal (RFP) is sent to a list of potential sellers. The RFP discloses the intent of the buyer to select the highest-ranking technical proposal within the stated budget. Because the sellers are subject to a cost constraint, they will have to adapt the scope and quality of their offer to that budget. Which source selection method does the buyer use in this scenario?",,Least cost,Fixed budget,Quality and cost-based,Qualifications only,B,"The question describes a situation where the cost of a procurement contract is fixed. All of the answer choices represent source selection methods that may be used as part of the Plan Procurement Management process. The fixed budget method can be used when the cost is fixed, and the vendors will compete for the contract based on scope and quality. The fixed-budget method requires disclosing the available budget to the invited sellers in the RFP and selecting the highest-ranking technical proposal within the stated budget, which is exactly what is described in the scenario provided. Therefore, the buyer is using a fixed budget method to select a seller."
177,Your project is running behind schedule because some of the project team members have been reassigned by their functional managers to other projects. Who would be the best person to help you resolve this issue?,,The customer for whom the project is performed,The project sponsor,The director of the human resources department,The project management office,B,"The project manager works with the project sponsor to address internal political and strategic issues that may impact the team or the viability or quality of the project. If a project is part of a program or a portfolio, then typically it is the program or portfolio manager who should set priorities among the projects of the program/portfolio. However, it is not specified anywhere in the question as to whether the project is part of a program or portfolio. Setting priorities or influencing how the priorities of various projects are set falls under the responsibility of the project sponsor. Therefore, it would be best for you, as the project manager, to escalate the issue to the project sponsor to render a decision about the priority of the project you are managing."
178,The project is supposed to roll out a new service to thousands of existing users. The project team wants to consider and prepare for various possibilities and situations that may occur during rollout. What technique can the project manager facilitate to help the team with their preparations?,,What-if scenario analysis,Critical path method,Fast tracking technique,Statistical sampling,A,"When developing the project schedule and faced with many potential scenarios, a what-if analysis enables the project team to explore 'what' might happen 'if' something were to happen. Ideally, the team wants to consider many scenarios to gather more data and improve considerations of many outcomes and perspectives. Questioning and considering potential scenarios gets the project team to think more deeply about possibilities and question their assumptions. In this scenario, the team is wrestling with the reaction to their rollout. Asking, ""What if the situation represented by scenario X happens?"" is going to better empower the team to plan and prepare for various situations."
179,"You are leading a project for a restaurant chain to reduce the average time a customer spends in the drive-through lanes. As part of the development of the project charter, you compare your company's drive-through processes to three competitors with the fastest drive-through lanes. What technique are you using in this scenario?",,Brainstorming,Questionnaires,Focus groups,Benchmarking,D,"Benchmarking involves comparing your processes to those of comparable organizations considered to be 'best in class' and use the information to improve performance. While benchmarking is a data-gathering technique, it is not listed in the PMBOK® Guide as one of the techniques used in the Develop Project Charter process described in the scenario. However, the PMBOK® Guide lists the data-gathering techniques for the process and clarifies that the techniques include, 'but are not limited' to brainstorming, focus groups, and interviews. In the scenario, you are managing a project to find reasons for your slower drive-through lane times and propose a solution. By comparing your company's drive-through lane processes to other fast food restaurants that have faster drive-through lanes, you can most likely find reasons for your slower drive-through lane times."
180,A significant safety issue has been discovered in one of the project deliverables. Resolving and testing the issue would require two weeks of additional work. The project manager is unsure if the team members and the testing lab required to complete this work will be available during those two weeks. What should the project manager do first?,,Review the resource requirements document for resource availability,Ask the project sponsor for additional resources,Check resource availability in the resource calendar,Submit a change request to update the schedule baseline,C,"Resource calendars is a project document that provides information about the time periods that each resource needed for the project is available for the project. This document is typically used as an input to the Acquire Resources process. Even though based on the scenario, it is likely that the project has already passed the point of resource acquisition, resources calendars can serve as a reference at any given time in the project to check resource availability. Therefore, among the available answer choices, checking the resource calendar for the availability of the testing lab and team members is what the project manager should do first."
181,You are concerned that the stress to complete the project by the hard deadline may have caused the team to miss some of the quality control activities inadvertently. What would be your best course of action?,,Perform a risk review,Check the quality log,Review the quality management plan,Perform an audit,D,"An audit is a structured process used to determine if the project activities are complying with the project policies, processes, and procedures. A quality audit will confirm whether or not the quality control activities have been completed. The audit may also result in proactively offering assistance to improve processes that will raise team productivity, which could be helpful with the looming deadline. Correcting any deficiencies should result in a reduced cost of quality and an increase in the customer's satisfaction with the product. Therefore, of the choices provided, to ensure the quality control activities have been completed, the best course of action for you would be to conduct an audit."
182,The project manager reviews the issue log at the end of each day. One issue she recorded in the issue log stems from delays in the delivery of material from a contracted supplier. The project manager suspects the procurement process is flawed. What tool should the project manager use to determine if any adjustments to the procurement process are required?,,Inspection,Audit,Independent estimate,Claims administration,B,"The scenario suggests the Control Procurements process is underway. Audits are among the tools and techniques of this process and are typically used to evaluate a documented procedure to ensure the procedure is being carried out according to plan and analyzed for improvements. In this situation, an audit can be used to review the schedule for the delivery of material per the contract. The audit results inform the project manager whether changes need to be made to the schedule. If the seller is delinquent in delivering the material, the audit results will also allow the project manager to determine what, if any, corrective action should be taken. The key phrase that may help in selecting the correct answer is the ""procurement process"". Audits are a structured review of the procurement process. Since the project manager wants to determine if any adjustments to the procurement process are required, an audit would be the best tool to use in this situation."
183,"You are leading a project in which a vendor appears to be off to a slow start. The vendor insists that they will complete on time, but you are still concerned. It is your first time to work with the vendor, but they are on the project management office (PMO)'s preapproved sellers list. What is the best way to learn about the past performance history with the vendor?",,Look in the lessons learned register,Review the risk response plan in the risk register,Check with the PMO and see what information they have on the vendor,Discuss your concerns with the project sponsor,C,"The question suggests that you, as the project manager, are conducting the Control Procurements process, and you are seeking information about a vendor's performance from past projects. Even though you do not have any history with this vendor, the fact that the PMO has listed this vendor as a preapproved seller suggests that the vendor may have been used on past projects. It is possible that this vendor is known for starting slow and consistently finishing ahead of schedule. This information might give you more confidence in the vendor's ability to deliver as contracted. Ideally, you would review the lessons learned repository which is an organizational process asset that contains knowledge gained from past projects. However, reviewing the lesson's learned repository is not listed as an answer choice. The PMO should be able to provide best practices, access to information, and lessons learned from past projects. Of the available options, the best source of information regarding the vendor's performance on past projects is the PMO particularly since the vendor is a preapproved seller. Note that neither the lessons learned repository nor the PMO is listed as an input to the Control Procurements process, but the wording of the PMBOK® Guide always states ""including but not limited to"" when referencing inputs, outputs, or tools and techniques. Therefore, sometimes the PMP aspirant must look beyond what is specifically listed in the PMBOK® Guide and select the option that best answers the question asked."
184,"The company has been working on a needs assessment and economic feasibility study for several months regarding the need to improve their web user interface. A business case has finally been approved. The project manager and the sponsor worked together to develop the project charter, and the sponsor has approved the charter. What should the project manager do next?",,Determine how to plan for each Knowledge Area,Develop the stakeholder register,Divide the project into phases,Create measurable objectives,B,"In the scenario, the project manager has an approved project charter which means the project has been formally authorized. The project charter is an output from the Develop Project Charter process in the Initiating Process Group. Since the project manager has completed the Develop Project Charter process, she should move on to the next process in the Initiating Process Group, Identify Stakeholders. An output of the Identify Stakeholders process is the stakeholder register. It is true that a list of key stakeholders is part of the project charter; however, the Identify Stakeholders process results in a much more complete list of project stakeholders as well as relevant information such as stakeholders’ interests, involvement, influence, and potential impact on the project. This information is documented in the stakeholder register and is then used to generate the stakeholder engagement plan, a component of the project management plan, which develops approaches to involve stakeholders. Therefore, of the choices given, developing the stakeholder register is the next step the project manager should take."
185,"You have just been assigned to a project with a tight deadline. The preapproved financial resources have already been established for the project, but you have not been authorized to spend any money. What should you do first?",,"Since the project has a tight deadline, begin work on project activities that do not incur costs",Begin planning the project but do not start project execution until authorized,Spend the money as necessary since an assigned project manager has authority over preapproved,Have the project sponsor sign the charter,D,"The question states that pre-approved financial resources have already been established, but you, as the project manager, have not been authorized to spend any money on the project. This situation suggests that the project charter has been created but has yet to be approved. An approved project charter is required to provide a project manager with the authority to apply organizational resources to project activities. By having the project sponsor sign the project charter, you will then have the authority to begin work on project activities. Therefore, of the available choices, you should first have the project sponsor sign the project charter."
186,"As a project manager, you are leading a research and development project, and you always follow all project management best practices. You have just completed project initiation, and you need to begin planning your project. What should you do next?",,Create the project management plan,Develop the stakeholder register,Have the project charter approved,Produce the lessons learned register,A,"The question states that you, as the project manager, have completed project initiation and are about to start planning your project. The project management plan is created during the Develop Project Management Plan process which is part of the Planning Process Group. The incorrect answer choices represent actions which should occur as part of the project initiation or project execution. Of the available choices, only creating the project management plan is an activity that should occur during project planning."
187,A clinical trial is underway for a project. The information on which participants are taking the medicine vs. the placebo is highly confidential. The project manager receives notification that one of the participants has been hospitalized and the doctor needs to know whether the patient is taking the placebo or the medicine. What is the project manager's best course of action?,,Consult the communications management plan,Consult the risk management plan,Tell the doctor the information is confidential and cannot be released,Contact the project sponsor,A,"The communications management plan is a component of the project management plan that describes how project communications will be planned, structured, implemented, and monitored for effectiveness. The plan specifies the person responsible for authorizing the release of confidential information. Since the project manager has been asked for confidential information, the communications management plan should be consulted to determine who is authorized to provide the information to the hospital."
188,"A business case for the proposed project has been developed and is being reviewed by a member of the project management office (PMO). The PMO team member notices a problem with the business case, which needs to be corrected. What is the most likely problem with the business case?",,"
Included an explanation defining the processes for creating, maximizing, and sustaining the benefits provided by the project",Included the business needs with a determination of what is prompting the need for action,"
Included an analysis of the situation with the identification of the root causes of the problem to be addressed by the project",Included a statement of the recommended option to pursue in the project,A,"The business case should include business needs, analysis of the situation, recommendation, and evaluation. The benefits management plan is the documented explanation defining the processes for creating, maximizing, and sustaining the benefits provided by the project. The business case and the benefits management plan comprise the business documents that are used to create the project charter. However, the benefits management plan is a separate document that is not typically included in the business case. Therefore, the inclusion of this information in the business case is most likely what the member of the PMO noticed and requested to correct."
189,"In light of rising fuel costs, a car manufacturer is responding to market demand by initiating a project to increase the fuel efficiency of their cars. The company executives aim to improve the market share and profitability of the company. In this scenario, which of the following is not one of the four fundamental categories of factors that led to the initiation of the project?",,Meet regulatory or legal requirements,"Create, improve, or fix products, processes, or services",Satisfy stakeholder requests or needs,Implement or change business or technological strategies,A,"The question states that the car manufacturer is responding to market demand and does not indicate that the project would satisfy any legal requirements. Governments sometimes regulate the fuel efficiency of cars, but the question specifically states that the project is in response to market demand rather than government requirements. Note, the question is asking for the answer choice which is 'not' one of the four fundamental categories of factors that led to the initiation of the project. Therefore, meeting regulatory, legal, or social requirements is the best answer."
190,"To complete the project you are leading, you will need to acquire services from several different vendors. You are concerned that research alone may not provide enough information to develop a procurement strategy without additional input from the potential bidders. What tool or technique would be most helpful in this situation?",,Source selection analysis,Meetings,Bidder conferences,Make-or-buy analysis,B,"The scenario implies you are carrying out the Plan Procurement Management process. Research alone may not provide specific information to formulate a procurement strategy without additional information interchange meetings with potential bidders. By collaborating with potential bidders, the organization purchasing the material or services may benefit while the seller can influence a mutually beneficial approach or product. Meetings can be used to determine the strategy for managing and monitoring the procurement. Of the available answer choices, meetings would be the most helpful tool to gain input from potential sellers."
