No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Hint,Explanation,Details for Answer A,Details for Answer B,Details for Answer C,Details for Answer D
166,The Manage Quality process has eight tools and techniques including: ● Data gathering ● Data analysis ● Decision making ● Data representation ● Audits ● Design for X ● Problem solving Which of the following tools and techniques is missing from the list?,,Project management information system,Quality improvement methods,Meetings,Alternatives identification,B,The Manage Quality process focuses on whether the processes in use are effective in meeting the quality requirements. Correct Answer: B,The Manage Quality process has the following eight tools and techniques: ● Data gathering ● Data analysis ● Decision making ● Data representation ● Audits ● Design for X ● Problem solving ● Quality improvement methods,Project management information systemIncorrect. The PMBOK® Guide does not include a project management information system in the tools and techniques used in the Manage Quality process.,"Quality improvement methods--- Correct. Plan-do-check-act and Six Sigma are two of the most common quality improvement methods used to analyze and evaluate opportunities for improvement. Therefore, quality improvement methods are part of the tools and techniques used in the Manage Quality process and are the tool and technique missing from the list in the question.",MeetingsIncorrect. Meetings are not included in the PMBOK® Guide as a tool or technique used in the Manage Quality process.,Alternatives identificationIncorrect. Alternatives identification is not a term used in the PMBOK® Guide.
167,Which of the following is a tool and technique used in the Monitor Risks process that compares technical accomplishments during project execution to the schedule of technical achievement?,,Risk audits,Reserve analysis,Technical performance analysis,Alternatives analysis,C,Read the question text carefully. Which terms are unique to this question? Correct Answer: C,"The Monitor Risks process has the following three tools and techniques: ● Data analysis (including technical performance analysis and reserve analysis) ● Audits (e.g., risk audits) ● Meetings (e.g., risk review meetings)",Risk auditsIncorrect. Risk audits are a type of audit that is used to consider the effectiveness of the risk management process.,Reserve analysisIncorrect. Reserve analysis is a technique used to compare the amount of reserves remaining to the amount of risk remaining to determine if the reserves are adequate.,Technical performance analysisCorrect. Technical performance analysis is a data analysis technique employed during the Monitor Risks process that compares technical accomplishments during project execution to the schedule of technical achievement in order to compare actual results against targets. ---,Alternatives analysisIncorrect. Alternatives analysis is a data analysis technique used during the Plan Risk Responses process to make simple comparisons of the characteristics and requirements of alternative risk response options.
168,What type of information is not needed in order to determine the budget?,,Supporting details including basic assumptions about cost inclusions and exclusions,Information on what work packages are needed to build the project's deliverables,Project funding requirements,"Information on planned start and finish dates for the project, and important milestones",C,Consider the inputs to the Determine Budget process. Correct Answer: C,"Determine Budget is the process of aggregating the estimated costs of individual activities or work packages to establish an authorized cost baseline. The basis of estimates, project schedule and scope baseline are inputs to the Determine Budget process. However, project funding requirements are not.","Supporting details including basic assumptions about cost inclusions and exclusionsIncorrect. This choice corresponds to the basis of estimates, which is an input to the Determine Budget process.","Information on what work packages are needed to build the project's deliverablesIncorrect. This choice describes the work breakdown structure or WBS, which is part of the scope baseline. The WBS is an input to the Determine Budget process.",Project funding requirementsCorrect. Project funding requirements is an output (not an input) to the Determine Budget process.,"Information on planned start and finish dates for the project, and important milestonesIncorrect. This choice refers to the project schedule, which is an input to the Determine Budget process."
169,Which of the following process(es) must precede the Plan Quality Management process?,,Develop Project Charter and Develop Schedule,Identify Risks,Develop Project Management Plan and Determine Budget,Identify Stakeholders and Identify Risks,D,Think about the outputs of the processes and if they relate to the Plan Quality Management process. Correct Answer: D,"Plan Quality Management is the process of identifying quality requirements and/or standards for the project and its deliverables, and documenting how the project will demonstrate compliance with quality requirements and/or standards. This process has the following five inputs: --- ● Project charter ● Project management plan ● Project documents (e.g., stakeholder register, risk register) ● Enterprise environmental factors ● Organizational process assets The stakeholder register is an output from ","Develop Project Charter and Develop ScheduleIncorrect. The Develop Project Charter process produces the project charter which is an input to the Plan Quality Management process. However, the Develop Schedule process does not produce any documents that are inputs to the Plan Quality Management process. Therefore, this answer is not correct.","Identify RisksIncorrect. The Identify Risks process results in the risk register, which is an input to the Plan Quality Management process. However, Identify Risks is not the 'best' answer.","Develop Project Management Plan and Determine BudgetIncorrect. The project management plan is the output of the Develop Project Management Plan process which then becomes an input to the Plan Quality Management process. However, the Determine Budget process does not have any outputs that also serve as inputs to the Plan Quality Management process. Therefore, this choice is not the best answer to t","Identify Stakeholders and Identify RisksCorrect. The Identify Risks process produces the risk register, and the Identify Stakeholders process produces the stakeholder register. Both the stakeholder and risk registers are inputs to the Plan Quality Management process making this the best answer to the question asked."
170,Which of the following is not an output of the Manage Team process?,,Enterprise environmental factors updates,Team performance assessments,Changes to schedule and cost baselines,Change requests,B,"Manage Team is the process of tracking team member performance, providing feedback, resolving issues, and managing team changes. Correct Answer: B","--- Manage Team is the process of tracking team member performance, providing feedback, resolving issues, and managing team changes to optimize project performance. This process has the following four outputs: ● Change requests (especially preventive or corrective actions in the face of disruptive staffing changes) ● Project management plan updates (resource management plan, schedule baseline, cost baseline) ● Project document updates (issue log, lessons learned register, project team assignment","Enterprise environmental factors updatesIncorrect. During the Manage Team process, the effects of tracking team member performance, providing feedback, and managing team changes may require updates to organizational performance appraisals and personnel skill that are among EEFs.","Team performance assessmentsCorrect. During the Develop Team process, the project management team makes formal or informal assessments of the project team’s effectiveness in training, team building, and colocation. These assessments are not outputs for the Manage Team process.","Changes to schedule and cost baselinesIncorrect. The Manage Team process may involve resolving issues and handling staffing changes, which may cause the schedule to slip or the budget to be exceeded. Change requests may be required to adjust the schedule and budget baselines, which are components of the project management plan that may be updated as an output of this process.","Change requests--- Incorrect. When corrective or preventive actions are necessary to manage team changes and resolve issues, you may initiate change requests, which explicitly listed as an output for the Manage Team process."
171,"Which of the following information, which may include the interpretation of S-curves, tornado diagrams, and criticality analysis, is directly used to estimate the cost and time contingency reserves?",,Risk urgency assessment,Probability distribution,Probabilistic analysis of the project,Probability and impact assessment,C,Which information is quantitative and used to make project document updates? Correct Answer: C,The cost and time contingency reserves are calculated based on the quantitative risk analysis and the stakeholder risk tolerances to bring the risk of overrunning the project objectives to the acceptable level. Probabilistic analysis of the project is often expressed as a cumulative distribution of the estimation of project cost or schedule value with their associated probabilities that could help to calculate the contingency reserve to increase the probability of project success. While other in,Risk urgency assessmentIncorrect. Risk urgency assessment is used to identify which risks require near-term responses. It is often combined with risk rating to give the final risk severity rating. It cannot be used directly to estimate the contingency reserves.,"Probability distributionIncorrect. Probability distribution represents the uncertainty in values such as durations or costs and often used in project modeling and simulation to generate the probability distribution, which could be used in estimate the contingency reserve, so it cannot be directly used to determine the contingency reserves.","Probabilistic analysis of the projectCorrect. Probabilistic analysis of the project is a result of quantitative risk analysis that represents the cumulative distribution of project parameters such as cost or schedule with their probabilities of occurrence. Based on that, the project team could determine the contingency reserve for the project to achieve the project target.",Probability and impact assessment--- Incorrect. Probability and impact assessment is used to assess and rank risks based on qualitative analysis. It cannot be directly used to calculate the contingency reserves for the project.
172,"Which tool and technique used in the Identify Stakeholders process includes methods such as the stakeholder cube, the salience model, and the power/interest grid?",,Stakeholder analysis,Stakeholder register,Stakeholder mapping/representation,Brainstorming,C,Which option has primarily data display functionality? Correct Answer: C,"Identify Stakeholders is the process of identifying project stakeholders regularly and analyzing and documenting relevant information regarding their interests, involvement, interdependencies, influence, and potential impact on project success. The Identify Stakeholders process has five tools and techniques: ● Expert judgment ● Data gathering ● Data analysis ● Data representation (e.g., stakeholder mapping/representation) ● Meetings","Stakeholder analysisIncorrect. Stakeholder analysis is a data analysis technique that is used in the Identify Stakeholders process. This analysis results in a list of stakeholders and relevant information such as their positions in the organization, roles on the project, ""stakes"", expectations, attitudes, and level of interest. It does not include methods such as the stakeholder cube, the salience","Stakeholder registerIncorrect. The stakeholder register is a project document, not a tool and technique.","Stakeholder mapping/representationCorrect. Stakeholder mapping/representation is a data representation technique and a method of categorizing stakeholders using various methods including the stakeholder cube, the salience model, and the power/interest grid.","BrainstormingIncorrect. Brainstorming is a data gathering technique used to identify stakeholders that elicits input from groups such as team members or subject matter experts. It does not --- include methods such as the stakeholder cube, the salience model, and the power/interest grid."
173,What is an output of the Control Schedule process that is an input to the Monitor and Control Project Work process?,,Work performance data,Schedule baseline,Work performance reports,Work performance information,D,The correct answer is an output from most of the processes that belong to the Monitoring and Controlling Process Group. Correct Answer: D,The Control Schedule process is where the status of the project is monitored to update the project schedule and manage changes to the schedule baseline. The Control Schedule process has the following five outputs: ● Work performance information ● Schedule forecasts ● Change requests ● Project management plan updates ● Project document updates,"Work performance dataIncorrect. Work performance data is the data that is not summarized or raw data that is created during project execution. Work performance data are often used as inputs to, rather than outputs from, control processes such as the Control Schedule process.","Schedule baselineIncorrect. The schedule baseline is an output of the Develop Schedule process, not the Control Schedule process.","Work performance reportsIncorrect. Work performance reports are the electronic or physical representation of work performance information and are outputs from the Monitor and Control Project Work process, not inputs.","Work performance informationCorrect. Work performance information is a summarized or analyzed version of work performance data. Most processes in the Monitoring and Controlling Process Group have --- work performance information as outputs, where it then becomes inputs to the Monitor and Control Project Work process."
174,Which of the following is an output of the Direct and Manage Project Work process?,,Project management plan,Accepted deliverables,Risk register updates,Activity list,C,The correct answer is considered a project document update. Correct Answer: C,"The Direct and Manage Project Work process has the following seven outputs: ● Deliverables ● Work performance data ● Issue log ● Change requests ● Project management plan updates ● Project document updates (e.g., risk register update) ● Organizational process assets Direct and Manage Project Work is the process of leading and performing the work defined in the project management plan and implementing approved changes to achieve the project's objectives.",Project management planIncorrect. Project management plan 'updates' are outputs of the Direct and Manage Project Work process. The project management plan is an output of the Develop Project Management Plan process.,Accepted deliverablesIncorrect. Deliverables are outputs of the Direct and Manage Project Work process. 'Accepted' deliverables are deliverables that meet the acceptance criteria and are approved by the customer. Accepted deliverables are outputs of the Validate Scope process.,"Risk register updatesCorrect. New risks may be identified, and existing risks may be updated during the Direct and Manage Project Work process leading to a risk register update.",Activity list--- Incorrect. An activity list 'update' is an output of the Direct and Manage Project Work process as part of the project document updates. The activity list is an output of the Define Activities process.
175,Which of the following is a tool or technique used in the Monitor and Control Project Work process?,,Cost-benefit analysis,Feedback,Cause-and-effect diagrams,Inspection,A,The correct answer provides one means for determining which corrective or preventive action to use. Correct Answer: A,"The Monitor and Control Project Work process has the following four tools and techniques: ● Expert judgment ● Data analysis (e.g., cost-benefit analysis) ● Decision making ● Meetings Monitor and Control Project Work is the process of tracking, reviewing, and reporting overall progress to meet the performance objectives defined in the project management plan.","Cost-benefit analysisCorrect. Cost-benefit analysis is an example of the data analysis tool and technique used in the Monitor and Control Project Work process. Cost-benefit analysis helps to determine the best corrective action in terms of cost in case of project deviations. Therefore, cost-benefit analysis is the correct answer to the question asked.",FeedbackIncorrect. Feedback is information about reactions to communications or a situation and is an example of the communication skills tool and technique. Feedback is not a tool or technique used in the Monitor and Control Project Work process.,Cause-and-effect diagramsIncorrect. Cause-and-effect diagrams are an example of the data representation tool and technique. Cause-and-effect diagrams help to identify the root cause of a problem and are not used in the Monitor and Control Project Work process.,Inspection--- Incorrect. An inspection is the examination of a work product to determine if it conforms to documented standards. Inspection is not a tool or technique used in the Monitor and Control Project Work process.
176,Which of the following is an output from the Close Project or Phase process?,,Final report,Accepted deliverables,Enterprise environmental factors updates,Project management plan updates,A,Close Project or Phase is the process of finalizing all activities across all the project management process groups to formally complete the project or phase. Correct Answer: A,"The Close Project or Phase process has the following four outputs: ● Project document updates ● Final product, service, or result transition ● Final report ● Organizational process assets updates The Close Project or Phase is the process of finalizing all activities for the project, phase, or contract.",Final reportCorrect. The final report is a summary of the project performance and is an output from the Close Project or Phase process.,"Accepted deliverablesIncorrect. Accepted deliverables are inputs, not outputs of the Close Project or Phase process.","Enterprise environmental factors updatesIncorrect. Organizational process assets are updated as a result of the Close Project or Phase process, but not the enterprise environmental factors.",Project management plan updatesIncorrect. Project management plan updates are not outputs of the Close Project or Phase process.
177,Identify a valid output of the Plan Risk Management process.,,Work performance information,Risk management plan,Risk register,Project document updates,B,What is the purpose of the Plan Risk Management process? Correct Answer: B ---,Plan Risk Management is the process of defining how to conduct risk management activities for a project. It has one output: ● Risk management plan,Work performance informationIncorrect. Work performance information is an output of monitor & control processes such as Monitor Risks. It is not an output of the Plan Risk Management process.,Risk management planCorrect. The sole output of the Plan Risk Management process is the risk management plan.,Risk registerIncorrect. The risk register is created during the Identify Risks process and is thus not an output of the Plan Risk Management process.,"Project document updatesIncorrect. Although project documents are outputs for many processes, they are not outputs of the Plan Risk Management process."
178,"The Control Scope process has four inputs, including: ● Project management plan ● Project documents ● Work performance data Which of the following inputs is missing from the list?",,Configuration management plan,Requirements documentation,Organizational process assets,Number of change requests,C,Control Scope is the process of monitoring the status of the project and product scope and managing changes to the Scope Baseline. Correct Answer: C,"Control Scope is the process of monitoring the status of the project and product scope and managing changes to the scope baseline. The Control Scope process has the following inputs: --- ● Project management plan (especially scope management plan, requirements management plan, change management plan, configuration management plan, scope baseline, and performance measurement baseline) ● Project documents (especially the lessons learned register, requirements documentation, and requirements tracea","Configuration management planIncorrect. The configuration management plan is a component of the project management plan, which was an input of the Control Scope process that is already listed in the question.",Requirements documentationIncorrect. The requirements documentation is a project document that serves as an input of the Control Scope process. It was already listed in the question.,Organizational process assetsCorrect. Organizational process assets are one of the four inputs for the Control Scope process.,Number of change requestsIncorrect. The number of change requests is among the work performance data that serves as an input of the Control Scope process that was already listed in the question.
179,Which of the following is not an input to the Create WBS process?,,Project scope statement,Activity list,Requirements documentation,Organizational process assets,B,The work breakdown structure is a hierarchy that organizes project deliverables to ensure that the subsequent activities carried out by the project team will achieve the project objectives and meet stakeholder requirements. Correct Answer: B,"The work breakdown structure is a hierarchy that organizes and decomposes project deliverables to ensure that the total scope of work to be carried out by the project team will achieve the project objectives and meet stakeholder requirements. To that end, the Create WBS process has the following inputs: ● Project management plan --- ● Project documents (project scope statements and requirements documentation) ● Enterprise environmental factors ● Organizational process assets Of the choices given","Project scope statementIncorrect. The project scope statement is an output of the immediately preceding the Define Scope process, establishing the boundaries of the complete scope for the project to ensure the WBS includes the work to be performed, only that work, and nothing that should be excluded.","Activity listCorrect. The activity list is created in the Define Activities process in the Project Schedule Management Knowledge Area. The activity list is created by decomposing the work packages of the WBS into discrete activities. Thus, the activity list would not be an input to the Create WBS process.","Requirements documentationIncorrect. The requirements documentation is an output of the preceding Collect Requirements process, providing measurable detail about how individual requirements meet business needs for the project deliverables and therefore is a logical input to the Create WBS process.","Organizational process assetsIncorrect. Organizational process assets such as templates for the WBS, project files from previous projects, and lessons learned can contribute to creating a WBS for the current project."
180,Which of the following inputs to the Perform Quantitative Risk Analysis process provides published risk-related material such as commercial risk databases?,,Risk register,Requirements documentation,Enterprise environmental factors,Risk management plan,C,Is this material likely to be sourced internally or externally? Correct Answer: C,"Perform Quantitative Risk Analysis is the process of numerically analyzing the effect of identified individual project risks and other sources of uncertainty on overall project objectives. This process has the following four inputs: --- ● Project management plan (including the risk management plan) ● Project documents (including the risk register) ● Organizational process assets ● Enterprise environmental factors (e.g., industry studies of similar projects and published material such as commerci",Risk registerIncorrect. The risk register provides information on identified individual risks but is not a commercial database.,Requirements documentationIncorrect. The requirements documentation provides details on all of the project's requirements but does not provide published risk-related material such as commercial databases.,"Enterprise environmental factorsCorrect. Enterprise environmental factors can provide a variety of risk-related materials, including industry studies of similar projects and published material such as commercial risk databases.","Risk management planIncorrect. Although the risk management plan may provide guidance to refer to published material such as commercial risk databases, it does not contain or provide them."
181,Which tool or technique supports comparison between the current engagement levels of stakeholders and the desired levels required for successful project delivery?,,Stakeholder engagement assessment matrix,Assumptions and constraint analysis,Stakeholder engagement plan,Stakeholder register,A,Look for a comparison tool. Correct Answer: A,"The stakeholder engagement assessment matrix is a data representation technique that supports comparison between the current engagement levels of stakeholders and the desired engagement levels required for successful project delivery. One possible classification method would describe each stakeholder as unaware, resistant, neutral, supportive or leading. Ultimately, the gap between the current level and the desired level helps guide the communications necessary to effectively engage each stakeho",Stakeholder engagement assessment matrixCorrect. The stakeholder engagement assessment matrix supports comparison between the current engagement levels of stakeholders and the desired engagement levels required for successful project delivery.,Assumptions and constraint analysisIncorrect. Assumptions and constraint analysis explores the variety of assumptions and constraints to determine which pose a risk to the project. This choice does not correspond to what is described in the question.,"Stakeholder engagement planIncorrect. Although the stakeholder engagement plan provides key guidance on how to engage stakeholders, it is a project document, not a tool or technique.","Stakeholder registerIncorrect. Although the stakeholder register does contain important information on each stakeholder, it does not provide a way to compare current vs. desired levels of engagement."
182,You are developing the cost management plan. Which of the following would you likely use as part of this process?,,To-complete performance index,Alternatives analysis,Funding limit reconciliation,Cost of quality,B,Which option affects how costs will be determined? Correct Answer: B,"The cost management plan is the main output of the Plan Cost Management process. The cost management plan describes how the project costs will be planned, structured, and controlled. The data analysis tool and technique for planning cost management includes an alternatives analysis. Alternatives analysis includes reviewing funding options such as self-funding, funding with equity, and funding with debt. It can also include consideration of ways to acquire project resources such as making, purcha","To-complete performance index--- Incorrect. The to-complete performance index (TCPI) is among the tools and techniques that can be used as part of the Control Costs process, whereas the question is talking about the Plan Cost Management process.",Alternatives analysisCorrect. Alternatives analysis is an example of the data analysis technique that can be used as part of the Plan Cost Management process described in the scenario.,Funding limit reconciliationIncorrect. Funding limit reconciliation is a tool and technique of the Determine Budget process. This tool is not used to develop the cost management plan.,Cost of qualityIncorrect. Cost of quality is a tool and technique of the Estimate Costs process. This tool is not used in the Plan Cost Management process described in the question.
183,Which of the following is an input to the Manage Quality process?,,Quality control measurements,Quality reports,Enterprise environmental factors (EEFs),Test and evaluation documents,A,Manage Quality is the process of auditing the quality requirements and the results from quality control measurements to ensure appropriate quality standards and operational definitions are used. Correct Answer: A,"Manage Quality is the process of translating the quality management plan into executable quality activities that incorporate the organization's quality policies into the project. This process has the following three inputs: ● Project management plan ● Project documents (e.g., quality control measurements) ● Organizational process assets",Quality control measurementsCorrect. Quality control measurements are used to analyze and evaluate the quality of the processes and deliverables. Quality control measurements are an example of the project documents that are inputs to the Manage Quality process.,"Quality reportsIncorrect. Quality reports are outputs, not inputs of the Manage Quality process. ---",Enterprise environmental factors (EEFs)Incorrect. The PMBOK® Guide does not include EEFs as an input to the Manage Quality process.,"Test and evaluation documentsIncorrect. Test and evaluation documents are outputs, not inputs of the Manage Quality process."
184,"When you create the work breakdown structure, the scope baseline is the principal output. What is the WBS component that identifies a management control point where scope, budget, and schedule are integrated and compared to the earned value for performance measurement?",,Project scope statement,Control account,Planning package,Work package,B,"The work breakdown structure of a project is often categorized by management control points, which in turn serve to provide accountability as organizational procedures links that are used in schedule management and cost management. Correct Answer: B","When creating the work breakdown structure of a project, control accounts are often used as the higher-level categories, which in turn have planning packages and then work packages with unique identifiers the lowest level of the WBS. In schedule management and cost management, these control accounts and identifiers serve as organizational procedures links that are used to provide accountability throughout the project life cycle.","Project scope statementIncorrect. The project scope statement is distinct from the work breakdown structure, focusing instead on describing the project scope, major deliverables, assumptions, and constraints in more concrete detail than what was available during initiation of the project.","Control accountCorrect. A control account is precisely the management control point described in the question. The control accounts form a code of accounts, driving the identifiers that are assigned to each work package and providing a structure for hierarchical summation of costs, schedule and resource information. ---","Planning packageIncorrect. A control account may include one or more planning packages, which are essentially placeholders. A planning package may reside below the control account and may be decomposed later (such as in rolling wave planning) to include work packages with known work content but without detailed schedule activities.","Work packageIncorrect. The work package is the lowest level of the work breakdown structure with a unique identifier. A control account has two or more work packages, though each work package is associated with a single control account."
185,Which of the following tools and techniques is a match for the corresponding process of the Project Resource Management Knowledge Area?,,RACI charts: Plan Resource Management,Organizational theory: Acquire Resources,Colocation: Manage Team,Project management information system: Develop Team,A,Read each choice carefully and think about the purpose of each process. Correct Answer: A,"- **A RACI (responsible, accountable, consult and inform) chart is an example of a responsibility** assignment matrix. A RACI can be part of the resource management plan, ensuring that each work package has an unambiguous owner and that all team members have a clear understanding of their roles and responsibilities.","RACI charts: Plan Resource ManagementCorrect. A RACI (responsible, accountable, consult and inform) chart is a form of responsibility assignment matrix. This data representation technique may be used to document team member responsibilities for the Plan Resource Management process.","Organizational theory: Acquire ResourcesIncorrect. Organizational theory is a tool of the Plan Resource Management process, not the Acquire Resources process. Applicable organizational theories may recommend exercising a flexible leadership style that adapts to the changes in a team’s maturity level throughout the project life cycle.","Colocation: Manage TeamIncorrect. Placing project team members in the same physical location can enhance their ability to perform as a team. Therefore, colocation is a tool for the Develop Team process, --- which focuses on improving the team’s competencies and environment, not the Manage Team process, which focuses on resolving issues and managing team changes.","Project management information system: Develop TeamIncorrect. A PMIS is a tool for Estimate Activity Resources, Manage Team, and Control Team processes but not for developing the team."
186,"Plan Communications Management has eight tools and techniques, including: ● Expert judgment ● Communication requirements analysis ● Communication technology ● Communication models ● Communication methods ● Interpersonal and team skills ● Meetings Which of the following tools and techniques is missing from the list?",,Data gathering,Information management,Political awareness,Data representation,D,Plan Communications Management is the process of determining the project stakeholder information needs and defining a communication approach. Correct Answer: D,"Plan Communications Management is the process of developing an appropriate approach and plan for project communication activities based on the information needs of each stakeholder or group, available organizational assets, and the needs of the project. This process has the following eight tools and techniques: ● Expert judgment ● Communication requirements analysis ● Communication technology ● Communication models ● Communication methods ● Interpersonal and team skills (e.g., political awarenes",Data gatheringIncorrect. The PMBOK® Guide does not include data gathering as a tool and technique used in the Plan Communications Management process. ---,Information managementIncorrect. Information management is a tool and technique used within the Manage Knowledge process to create and connect people with information. The PMBOK® Guide does not include information management as a tool and technique used in the Plan Communications Management process.,Political awarenessIncorrect. Political awareness is an example of an interpersonal and team skill used during the Plan Communications Management process. Interpersonal and team skill is on the list in the question making this an incorrect answer.,"Data representationCorrect. A data representation technique that can be used in the Plan Communications Management process includes a stakeholder engagement assessment matrix. Data representation is missing from the list in the question; therefore, this answer is correct."
187,Which of the following is a tool or technique of the Estimate Costs process?,,Bottom-up estimating,Pareto chart,Resource requirements,Run chart,A,The Estimate Costs process aids in developing an approximation of the monetary resources needed to complete project activities. Correct Answer: A,The Estimate Costs process has the following ten tools and techniques: ● Expert judgment ● Analogous estimating ● Parametric estimating ● Bottom-up estimating ● Three-point estimates ● Alternatives analysis ● Reserve analysis ● Cost of quality ● Project management information systems ● Decision making Estimate Costs is the process of developing an approximation of the monetary resources needed to complete project work.,Bottom-up estimating--- Correct. Bottom-up estimating is one of the tools and techniques used as a method of estimating a component of work.,"Pareto chartIncorrect. A Pareto chart is a specialized, horizontal bar chart not mentioned by the name Pareto in the PMBOK® Guide. They are often used in quality processes. It is not a tool or technique of the Estimate Costs process.",Resource requirementsIncorrect. Resource requirements documentation is an input to the Estimate Costs process that is used to identify the types and quantities of resources required for each work package or activity. It is not a tool or technique of the Estimate Costs process.,Run chartIncorrect. A run chart is a type of control chart used to determine the stability of a process. It is not a tool or technique of the Estimate Costs process.
188,Which of the following is an output of the Control Resources process?,,Team performance assessments,Work performance reports,Work performance data,Work performance information,D,"Remember, the Control Resources process is not in the Executing Process Group but in the Monitoring and Controlling Process Group. What is produced as a result of the data analysis about variances between allocated resources and their availability or utilization? Correct Answer: D","Control Resources is the process of ensuring that the physical resources assigned and allocated to the project are available as planned, as well as monitoring the planned versus actual utilization of resources and performing corrective action as necessary. This process has four outputs: ● Work performance information (resource utilization and availability) ● Change requests ● Project management plan updates (resource management plan, schedule baseline, cost baseline) ● Project document updates (","Team performance assessmentsIncorrect. Team performance assessments serve as an output of the Develop Team process, not the Control Resource process. As efforts such as training, team building, and colocation are implemented, the project management team makes formal or informal assessments of the project team’s effectiveness.","Work performance reportsIncorrect. Work performance reports are outputs of the Monitor and Control Project Work process, not the Control Resources process.","Work performance dataIncorrect. Work performance data serve as outputs of the Direct and Manage Project Work process, and as inputs for the Control Resources process. They are not outputs of the Control Resources process.","Work performance informationCorrect. As an output of the Control Resources process, the work performance information describes how the project work is progressing by comparing resource requirements and resource allocation to resource utilization across the project activities. This comparison can show gaps in resource availability that need to be addressed."
189,Which of the following is not an input to the Identify Stakeholders process?,,Schedule management plan,Requirements documentation,Project charter,Organizational process assets,A,Which answer has little to contribute to the Identify Stakeholders process? Correct Answer: A,"Identify Stakeholders is the process of identifying project stakeholders regularly and analyzing and documenting relevant information regarding their interests, involvement, interdependencies, influence, and potential impact on project success. The Identify Stakeholders process has seven inputs: ● Project charter ● Business documents ● Project management plan ● Project documents ● Agreements ● Enterprise environmental factors ● Organizational process assets ---",Schedule management planCorrect. The schedule management plan is not an input to the Identify Stakeholders process.,"Requirements documentationIncorrect. Project documents such as the change log, issue log, and requirements documentation provide information on new or potential stakeholders. They serve as inputs to the Identify Stakeholders process.",Project charterIncorrect. The project charter identifies the key stakeholder list and information about stakeholder responsibilities. The project charter is an input to the Identify Stakeholders process.,"Organizational process assetsIncorrect. There are a variety of organizational process assets that can influence the Identify Stakeholders process, including stakeholder register templates, stakeholder registers from previous projects, and the lessons learned repository with information on stakeholders from prior projects."
190,Which of the following documents is created in the Define Scope process and is an input to the Sequence Activities process?,,Work breakdown structure or WBS,Project scope statement,Activity list,Scope management plan,B,Which document is an output of the Define Scope process? Correct Answer: B,"The Sequence Activities process has the following four inputs: ● Project management plan (e.g., scope baseline) ● Project documents ● Enterprise environmental factors ● Organizational process assets","Work breakdown structure or WBS--- Incorrect. While the WBS is an input to the Sequence Activities process as part of the scope baseline, it is not an output of the Define Scope process but the Create WBS process.","Project scope statementCorrect. The project scope statement is an output of the Define Scope process and is an input to the Sequence Activities process as part of the scope baseline. Therefore, the project scope statement is the correct answer.","Activity listIncorrect. The activity list is an input to the Sequence Activities process; however, the activity list is an output of the Define Activities process, not the Define Scope process.",Scope management planIncorrect. The scope management plan is a component of the project management plan and is not an input to the Sequence Activities process or an output of the Define Scope process.
191,"The inputs for the Define Scope process include the project management plan, project documents, EEFs and OPAs. What input is missing from this list?",,Project charter,Scope management plan,Assumptions log,Project scope statement template,A,"What information on the major deliverables, assumptions, and constraints would one likely have shortly after the Initiating Process Group is complete, which might prove helpful in preparing a detailed project scope statement? Correct Answer: A","Define Scope is the process of developing a detailed description of the project and product. This process has five inputs: ● Project charter (high-level project description, product characteristics, and approval requirements) ● Project management plan (scope management plan) ● Project documents (assumption log, requirements documentation, and risk register) ● Enterprise environmental factors (the organization's culture, infrastructure, personnel administration and marketplace conditions) ● Organ",Project charter--- Correct. The project charter is the only input for the Define Scope process missing from the list in the question.,"Scope management planIncorrect. The scope management plan is a component of the project management plan, which was already listed as an input in the question.","Assumptions logIncorrect. The assumption log is among the project documents, which were already listed as an input in the question.","Project scope statement templateIncorrect. A template for the project scope statement is among the organizational process assets, which were already listed as an input in the question."
192,Which of the following is not an input to the Identify Risks process?,,Stakeholder register,Procurement documentation,Schedule management plan,Work performance information,D,Which choice is not related in any significant way to identifying project risks? Correct Answer: D,Identify Risks is the process of identifying individual risks as well as sources of overall risk and documenting their characteristics. This process has the following six inputs: ● Project management plan (including the schedule management plan) ● Project documents (including the stakeholder register) ● Agreements ● Procurement documentation ● Enterprise environmental factors ● Organizational process assets,"Stakeholder registerIncorrect. The stakeholder register is an input to the Identify Risks process. It helps to identify which individuals or groups might participate in identifying risks, as well as indicating who may be available to act as risk owners.",Procurement documentation--- Incorrect. Procurement documentation is an input to the Identify Risks process. Procurement documentation is reviewed to determine if external procurements may impact overall project risk or introduce individual risks.,Schedule management planIncorrect. The schedule management plan is an input to the Identify Risks process. The schedule management plan may identify areas that are subject to uncertainty or ambiguity.,"Work performance informationCorrect. Work performance information is an input to the Monitor and Control Project Work process, but it is not an input of the Identify Risks process."
