No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Explanation
157,"A project manager is leading a product development project and is currently in the process of developing a plan for how the project costs will be planned, structured, and controlled. Which of the following is least likely to be developed during this process and included in the plan",,The documented economic feasibility study which will be used to help measure project success at the end of the project,"The units of measure for each resource used on the project such as meters, liters, tons, kilometers, or cubic years for quantity measures","The degree to which cost estimates will be rounded up or down, based on the scope of the activities and magnitude of the project","The acceptable range used in determining realistic cost estimates, and, if applicable, an amount for contingencies",A,"The project business case is a documented economic feasibility study used to establish the validity of the benefits of a selected component lacking sufficient definition and that is used as a basis for the authorization of further project management activities. The business case lists the objectives and reasons for project initiation. It helps to measure the project success at the end of the project against the project objectives. The question suggests that the cost management plan is being developed which occurs during the Plan Cost Management process. The project business case is developed during pre-project work and not the Plan Cost Management process. Units of measure, level of precision, and level of accuracy are all established by the cost management plan. Note, the question is asking which answer choice is 'least' likely to be developed during this process. Hence, of the available choices, the business case is least likely to be developed during the Plan Cost Management process and is, therefore, the best answer to the question asked."
158,"A new project manager takes over a project and holds a team meeting to introduce himself and explain his leadership style. He tells the team members that he wants them to work independently, and that he will allow the team to make their own decisions and establish their own goals. What leadership style does the project manager demonstrate",,Service-oriented,Avoiding,Referent,Laissez-faire,D,"Of the available choices, only laissez-faire is a leadership style. Laissez-faire is a leadership style characterized by allowing the team to make their own decisions and establish their own goals. It is also referred to as a hands-off approach."
159,"A project manager is assigned to a project that involves many vendors. During project execution, business priorities shift, and the sponsor informs the project manager that the project needs to be terminated. What should the project manager do first",,Allow the vendors to complete their work since there is a legally binding contract,Reject all vendors' deliverables to avoid paying for something that is no longer needed,Notify the vendors that the project has been terminated,Begin the Close Procurements process,C,"The question states that a project has been terminated during project execution. Regardless of the fact that the project has been terminated prematurely, the activities that are associated with the Control Procurements process and Close Project or Phase process still need to be performed. The project manager, or an authorized procurement administrator, provides the seller with formal written notice that the contract has been completed, or in this case, terminated prematurely. Notifying the vendors that the project was terminated is consistent with the project manager engaging all the proper stakeholders in the process. The actual termination procedure(s) will be specified in the terms and conditions of the contracts signed with each vendor."
160,"A project manager is in the process of implementing the communications management plan for a project to construct a new hydroelectric plant. The performing organization is based in the United States, and the hydroelectric plant will be built in a remote region of Brazil. As it relates to project communications, which of the following tailoring considerations is the least relevant",,Physical location,Language,Communication technology,Policy compliance and auditing,D,"The question suggests that the project manager is conducting the Manage Communications by implementing the communications management plan. All but one of the answer choices represent tailoring considerations associated with the communications management processes. Keep in mind that the question is asking which of the provided options is 'least' relevant to tailoring considerations for communications management. Policy compliance and auditing represents a tailoring consideration more typically associated with the Project Quality Management processes rather than Project Communications Management. Therefore, policy compliance and auditing is 'least' relevant to the tailoring considerations of the communications management processes. The incorrect answer choices represent tailoring considerations which are important to managing communications between locations where different languages are typically spoken."
161,"An organization has initiated a large project. As the project manager completes the Identify Stakeholder process, the sponsor informs the project manager that the project charter is approved. What should the project manager do next",,Develop a project schedule network diagram,Hold a project kick-off meeting,Inform stakeholders of the approved project charter,Hold a bidder conference,C,"Task 8 of Domain I in the Project Management Professional (PMP)® Examination Content Outline reads, ""Inform stakeholders of the approved project charter to ensure a common understanding of the key deliverables, milestones, and their roles and responsibilities."" The question states the project charter has been approved while the project manager completes the Identify Stakeholders process. The next logical step would be informing the identified stakeholders of the approved project charter. By doing this, all those involved with the project will be aware that the project is proceeding and understand the key deliverables, milestones, and their roles and responsibilities. It is important for the prospective PMP aspirants to be familiar with the Examination Content Outline because the PMBOK® Guide is not the only source used by the Project Management Institute (PMI)® to design their questions."
162,"You are leading a project to build drones capable of flying at ultra-high altitudes. One day during project execution, your technical lead informs you that they went ahead and made a change to the drone's navigation system, making the drone capable of flying faster and higher. You check project documents but find no evidence of this new capability. What should you do immediately",,Inform the project sponsor of the new flight capabilities,Update the project development approach to better manage changes,Record the change in the change log,Recommend that the technical lead will be rewarded for their effort,C,"When changes are made on a project, they must be in consideration of a range of factors such as project scope, schedule, cost, quality, risk, etc. As part of the Perform Integrated Change Control process, all changes, whether approved, denied, or postponed, must be recorded in the change log. This document serves as a repository for changes that have occurred during the project or phase, as well as their current status. According to the scenario, you (as the project manager) checked project documents but found no evidence of the new capability, implying the technical lead did not apply the proper change management process while implementing the change. Therefore, to avoid any further discrepancies on the project resulting from this undocumented change, the first immediate step to take is to record the change in the change log for tracking and follow-up. Actions described in other answer choices represent plausible options; however, they could be taken only after the change is documented. Note, the scenario describes gold plating or scope creep, a practice that should be avoided."
163,"An executive steering committee meeting is scheduled for tomorrow, and you are required to make a presentation about your project's progress. Which of the following presentation formats is best used in this type of meeting",,Detailed Gantt bar chart,Project schedule network diagram,Master schedule of milestones,Hammock activity summary chart,C,"Milestone charts, also known as master schedules, are regarded as an effective way to communicate project progress to senior executives. When reporting on a project in progress, the milestone chart includes a line often called a data date, or the point in time when the status of the project is recorded. To help executives and key stakeholders make decisions about the project, the milestone charts provide just enough detail about major deliverables and key handoffs among operational departments or external organizations."
164,"A project manager is leading a new product development project. During project execution, the competitive advantage of this new product is threatened when another company is first to market with a similar product. This risk had been identified during initial planning and placed on a watch list. What should the project manager do next",,Analyze the impact of the risk on the project objectives,Risks on the watch list do not have planned responses and can be ignored,Apply the contingency response plan developed for this risk,Terminate the project since the competitive advantage has been lost,A,"The question implies that the project manager needs to perform the Implement Risk Response process for an identified risk that has been placed on the watch list. The risk register may include a watch list for low priority risks or risks, which require further analysis. While the competitive threat may be considered a high-priority risk or a risk requiring a prompt analysis and appropriate response plan, the scenario suggests this risk was placed on the watch list (for reasons not specified in the question text). A response plan is not developed for risks placed on the watch list; rather these risks are just monitored throughout the project. In case their potential impact on the project changes, further analysis is required to develop a risk response. Since an identified project risk has occurred in this scenario, and there is no response planned for this risk, the most logical next step for the project manager is, among the available choices, to analyze the impact of this risk to the project objectives to determine the best course of action."
165,"You are planning a highway construction project, and you have just completed the development of the quality management plan. Your organization requires that the project management office (PMO) review and approve all components of project management plans. You submit the quality management plan to the PMO for review, and a few days later they indicate that an element was missing. What element of the quality management plan might you have most likely missed",,Release and iteration length,"High-level project description, boundaries, and key deliverables",Process that specifies how formal acceptance of the completed project deliverables will be obtained,"Procedures that deal with nonconformance, corrective actions procedures, and continuous improvement procedures",D,"Major procedures relevant to the project, such as dealing with nonconformance, corrective actions procedures, and continuous improvement procedures are included in the quality management plan. The other options are elements of other project documents including the schedule management plan, scope management plan, and project charter."
166,You are leading a multi-phase project. What should you do at the end of each phase,,Monitor stakeholder engagement,Transfer ownership of the deliverables,Verify the deliverables,Update business documents,B,"Transferring ownership of the deliverables is an action that must be done at the end of each phase and at the end of the project; otherwise, the benefits of the project would not be realized. Typically, a project's product, service, or result is transferred to the next phase of the project or to production and/or operations."
167,"As a project execution begins, high winds prevent a team from installing the windows as scheduled. These weather conditions were accounted for in planning, but no one anticipated that the speed of the wind would be that strong. What tool or technique would the project manager use to determine if he will be able to complete the project according to the project management plan",,Quality audit,Reserve analysis,Pareto diagram,Tornado diagram,B,"The scenario implies the project manager is performing the Monitor Risks process. Reserve analysis is among the tools and techniques of this process and can be used to assess project risk contingency reserves that will be used to alleviate the impact of identified risks in a project such as a schedule estimate uncertainty or any other identified project risk. Reserve analysis allows the project team to ensure that proper contingencies are available to mitigate or address risks identified during the project's planning or execution. In this case, the project manager would perform a reserve analysis to determine if there is sufficient ""reserve"" in the project schedule to accommodate the delays due to the high winds."
168,"During a presentation to your project sponsor, you mention the code of accounts. She is unfamiliar with the term and asks for clarification. Which of the following would you use to explain the code of accounts",,Risk breakdown structure,Project budget,Work breakdown structure,Risk register,C,"A code of accounts is a numbering system that is used to uniquely identify each component of a work breakdown structure (WBS), which in turn helps to better monitor and control the project. A code of accounts assigned to work packages in a WBS may also be linked to an organization’s accounting department to help the team track and report the actual costs of work package to their planned costs."
169,"A project manager has just been informed that critical materials are on back order, which threatens the project's deadline. After investigating the problem, the project manager decides that escalating the issue internally is the best solution. The escalation procedure is an example of what part of the project management framework",,Requirements management,Enterprise environmental factors,Change management,Organizational process assets,D,The project manager in this scenario chose to escalate the issue internally as the solution to the problem of the back ordered materials. Each organization would have their own escalation policies and procedures in their organizational process assets.
170,"Due to unforeseen challenges, it has been determined that your original budget of $500,000 is no longer realistic. You have estimated that the project will eventually cost $600,000. The table below represents the current status of the project. The method used to determine the earned value is based on percent complete. What is the cost performance efficiency that must be maintained to complete the project based on the estimate at completion",images\test_4\q_170.png,1.50,0.75,0.88,1.17,C,"The to-complete performance index (TCPI) is a measure of the cost performance that is required to be achieved with the remaining resources to meet a specified management goal, expressed as the ratio of the cost to finish the outstanding work to the remaining budget. In other words, the TCPI is the cost performance efficiency that must be maintained to complete the project based on the specified budget. In the scenario described, the question is asking to determine the cost performance efficiency that must be maintained to complete the project based on the estimate at completion (EAC). In this case, the TCPI should be calculated using the formula that considers the EAC, i.e., TCPI = (BAC - EV) / (EAC - AC), where BAC is budget at completion, EAC is estimate at completion, EV is earned value, and AC is actual costs. The BAC for this project is provided as $500,000 which is the planned value for the project. The EV is the sum of the planned work completed, which, in this case, is 100% of activity 1, 100% of activity 2, and 50% of activity 3. AC is the sum of the costs for each of the individual activities. The AC values for each activity are provided in the chart. The EAC is given in the scenario, ""You have estimated that the project will eventually cost $600,000."" Note, since the scenario mentions that the method used to determine the earned value is based on percent complete, the earned value of a partially completed work package is calculated by multiplying the planned value of the work package by its the percent complete. The calculations are as follows: EV = EV of activity 1 + EV of activity 2 + EV of activity 3 = (1 x $15,000) + (1 x $10,000) + (0.50 x $250,000) = $150,000 AC = AC of activity 1 + AC of activity 2 + AC of activity 3 = $14,000 + $11,000 + $175,000 = $200,000 TCPI = (BAC - EV) / (EAC - AC) = ($500,000 - $150,000) / ($600,000 - $200,000) = 0.88 The TCPI of 0.88 means that in order to complete the project with the new budget of EAC = $600,000 instead "
171,You are running a project to manufacture high-precision engine sub-assemblies. Your project team is about to start internal quality testing which is planned to take at least two days. Your sponsor calls you and informs that she will be in the neighborhood tomorrow morning. She asked if it would be possible to inspect and sign off what you have completed so far. What should be your response,,Rush the testing to have the deliverables verified by tomorrow morning,Accept the meeting request and prepare the required sign-off form,Tell the sponsor to expect your call as soon as deliverables are verified,Negotiate with the sponsor to waive quality requirements,C,"According to the scenario, the team is about to start the Control Quality process to test the deliverables and confirm the deliverables are verified. The verified deliverables are an output from the Control Quality process and an input into the Validate Scope process where they become accepted deliverables after the customer or sponsor accepts them. The project team must first complete the Control Quality process in order for the sponsor to inspect and sign off on the deliverables as part of the Validate Scope process. Therefore, of the choices provided, telling the sponsor to expect your call as soon as deliverables are verified is the best answer to the question asked."
172,"You are leading a project to build a new professional sports stadium, and you are in the process of implementing the stakeholder engagement plan. In order to ensure continued support of the project by the most influential stakeholders, you have arranged for a meet and greet with some of the professional athletes that will be playing in the new stadium. What is the best way for you to determine which stakeholders to invite to the meet and greet",,Research the lessons learned register,Meet with the key stakeholders to determine which are the most influential,Read the communications management plan,Review the stakeholder register,D,"The question suggests that the Manage Stakeholder Engagement process is being carried out. The stakeholder register is one of the inputs to the Manage Stakeholder Engagement process and provides the list of project stakeholders and any information needed to execute the stakeholder engagement plan. The stakeholder register contains stakeholder classification information which will be useful in determining which stakeholders are the most influential and should be invited to the meet and greet. Of the available choices, only the stakeholder register provides stakeholder classifications, making it the best answer to the question asked."
173,"During project planning, a project manager allocates a dedicated team member to develop and distribute weekly project status reports to project stakeholders. What project document should reflect this repetitive and time-consuming task",,Project schedule,Quality report,Communications log,Risk register,A,"The scenario implies that the project manager is developing the communications management plan which is the primary output of the Plan Communications Management process. Project document updates, such as the project schedule, are among the outputs of that process. According to the scenario, the project manager assigns a dedicated team member to develop and distribute the project status reports since this activity is expected to be recurring and likely time- consuming. The project schedule presents linked activities with planned dates, duration, milestones, and resources. This means the project schedule is the best place to document the repetitive task of the development and distribution of the weekly project status report."
174,"A 4-week project requires that its members work side-by-side. Two developers, a designer, and a specialist were to work every day for the first 2 weeks. Due to limited computers, only three can work simultaneously. You re-evaluate and see the need for developers for 4 weeks, the designer just for the 1st half and the specialist only for 2nd half of the project. What is the best resource optimization technique to use to re-schedule the activities to accommodate three computers",,Crashing,Resource smoothing,Fast tracking,Schedule compression,B,"Once you re-evaluated the tasks and determined the graphic designer is only needed in weeks 1 and 2, and the e-commerce specialist is only needed in weeks 3 and 4, you discover there is enough slack in the schedule to move the e-commerce specialist to begin work in week 3. This change would accommodate the three-computer constraint because you would have the two developers and the graphic designer on the three computers the first two weeks and the two developers and the e-commerce specialist on the three computers in last two weeks. The technique used to make these changes is called 'resource smoothing.' Resource smoothing is a resource optimization technique that adjusts activities of a schedule to fit predefined resource limits without changing the completion date. In the scenario described, resource smoothing is the best answer to the question asked."
175,"A software development project is running behind schedule because the velocity of the project team has been slowed down by a higher than anticipated complexity of the technology used to develop the product. To bring the project back into alignment with its objectives, the project manager implements the planned response by fast tracking some of the testing activities. What should the project manager do next",,Update the schedule using the project management information system (PMIS),Submit a change request to update the schedule baseline to reflect the results of fast tracking,Submit a change request to update the issue log with the final resolution,Update the risk register to add the newly identified risk of higher than anticipated complexity,A,"The question implies that the Implement Risk Responses process is underway. Project management information systems (PMIS) are among the tools and techniques of this process. The PMIS can be used to update the project schedule to reflect changes resulting from fast tracking. PMIS can include schedule, resource, and cost software to ensure that agreed-upon risk response plans and their associated activities are integrated into the project alongside other project activities. The incorrect answer choices represent activities which have already been completed or are not likely to be necessary. Therefore, of the available choices, updating the schedule using the project management information system (PMIS) is the next logical step for the project manager to take in this scenario."
176,"You were hired to lead external implementation projects as well as internal operations projects. Knowing that the distinction between projects and operations is critical, you stress that difference to project staff and stakeholders in your first project meeting. You are asked by a stakeholder if there are any situations that operations and projects will intersect. How should you respond to the stakeholder's question",,Operations and projects never intersect.,Operations and projects may intersect only at the closeout of the project.,Operations and projects always intersect.,Operations and projects may intersect at each closeout phase.,D,"The PMBOK® Guide discusses the differences between projects and operations, defining operations as ongoing and a project as temporary. It also discusses the relationship between the two areas and its importance. The guide then lists several examples of when operations and projects may intersect. One example includes closeout phases."
177,A project manager is about to close a project that missed its performance goals. The project manager is gathering the information that is most pertinent to the project’s poor performance. Which of the following is least likely to help in this task,,Risk report,Project team assignments,Assumption log,Change log,B,"Project team assignments document the team members and their roles and responsibilities for the project. Documentation can include a project team directory and names inserted into the project management plan, such as the project organization charts and schedules. Project team assignments are not typically used as an input into the Close Project or Phase process. Although there may be circumstances where the project team assignments might be helpful, it is the least likely to be used compared to the other choices. The risk report, assumption log, and change log are likely to have valuable information on aspects of the project that were problematic. Since the question is asking for the item that would be 'least' likely to be used for the closing process, project team assignments represent the best response."
178,"To mitigate recent labor issues and reduce their risk in the future, senior executives are considering alternatives for automating production. One executive is not in favor of using automation at all; a second executive suggests adding some basic automation, while another is in favor of automating the entire production line. Which of the following is the least likely option to be included in the business case",,Do nothing,Do less than the minimum work possible to address the problem,Do more than the minimum work possible to address the problem,Do the minimum work possible to address the problem,B,A business case should include a set of options to be considered for addressing the business problem or opportunity. Options are alternative courses of action that may be taken by the organization. Doing less than the minimum work possible to address the problem makes the least sense from a business perspective. Taking this option means that the company would expend company resources without receiving the benefits of the project. Why would the company authorize a project that does not produce the intended benefits?
179,"A project manager has completed the project management plan which has just been reviewed and approved by the project sponsor and others. The project manager now needs to communicate the start of the project along with key milestones, and other relevant information to inform the stakeholders and gain commitment. What is the best way to accomplish these objectives",,Provide copies of the project management plan,Email the milestone schedule,Share the project charter on the company internal website,Conduct a meeting,D,"The Project Management Professional (PMP)® Examination Content Outline contains a list of tasks for each domain, with which PMP aspirants are expected to be familiar. Task #12 of the planning domain of the Project Management Professional (PMP)® Examination Content Outline states, ""Conduct kick-off meeting, communicating the start of the project, key milestones, and other relevant information in order to inform and engage stakeholders and gain commitment."" Therefore, of the choices given, conducting a meeting is the best answer to the question asked."
180,"A key project deliverable has been outsourced to a vendor. The vendor delivered on contract, and the project manager has completed all activities associated with the Control Procurements process. What should the project manager do next",,Pay the vendor's invoice,Approve the deliverable received from the vendor,Conduct an audit,Measure stakeholder satisfaction,D,"According to the scenario, the Control Procurements process has already been completed. Three of the four answer choices represent activities, which are typically performed during the Control Procurements process and, therefore, can be eliminated. Measuring stakeholder satisfaction is part of the Close Project or Phase process. Therefore, of the choices provided, after completing the activities associated with the Control Procurements process, measuring stakeholder satisfaction is what the project manager should do next."
181,"A construction company which is very experienced with building apartments has been contracted to build a strip mall which is a relatively new type of project for the organization. The project is now concluded, and the project team has documented a significant amount of new knowledge gained throughout the project. Where would a project manager find this information when planning their future similar project",,Lessons learned repository,Project knowledge register,Lessons learned register,Project management body of knowledge,A,"The lessons learned register is an output of the Manage Project Knowledge process. It is then used as an input and updated as an output in many processes throughout the project. The knowledge gained throughout the project can then be used to improve performance for the current project. At the end of the project or phase, the information is transferred to an organizational process asset called a lessons learned repository for use in future projects. A future project manager working on a subsequent project can access the knowledge gained on past projects from the lessons learned repository."
182,"You have been hired midway into project execution to replace the previous project manager. The project is in disarray: discussions on changes frequently become shouting matches between the project team members, no one seems to take responsibility, and the project management plan is incomplete. As a result, the project is far behind schedule. What is your best course of action",,Use management reserves to cover for the lost time,Seek help from the project management office (PMO),Fire the project team members and outsource the work,Revise the project management plan and have it approved,D,"The scenario describes a project in execution after the initial project manager leaves. Since the project management plan is incomplete, and discussions on changes to deliverables frequently become shouting matches between the project team members, it is reasonable to assume that the change management plan is the main cause of the flawed or even missing change control process on the project. Reviewing the project management plan, specifically the change management plan, and making necessary modifications to ensure changes are properly managed on the project from now on is essential for the project to proceed."
183,"A project manager is leading a project and is currently preparing the project planning documents. In support of this process, the project manager must gather information to determine how work will be executed to accomplish the project objectives. What is the best way for the project manager to perform this task",,Review the project charter,Schedule a bidder conference,Schedule a meeting with the appropriate stakeholders,Consult the project management plan,C,"The question implies the project manager is conducting the Develop Project Management Plan process. One of the tools and techniques associated with the Develop Project Management Plan process is the use of meetings. Meetings may be used to discuss the project approach, determine how work will be executed to accomplish the project objectives and establish the way the project will be monitored and controlled. Of the answer choices provided, gathering the appropriate stakeholders together for a meeting is the best way for the project manager to perform the task at hand."
184,You are developing the project management plan for your current project. You want to know if there is any relevant information from past projects that can help you with your task. What should you do,,Review the lessons learned register,Research the organizational process assets,Meet with a project manager who managed similar past projects,Check the enterprise environmental factors for lessons learned from past projects,B,"The question is asking where to find information on lessons learned from past projects. The lessons learned repository is an organizational process asset which serves as a store of historical information about lessons learned from past projects. Therefore, researching the organizational process assets is the best answer to the question asked."
185,"A project is completing late and over budget. There were no major issues, quality problems, or changes, and only a few of the risks needed response actions. The project manager is trying to determine what has caused the problem. Which of the following is most likely to point to the root cause",,Milestone list,Change log,Basis of estimates,Quality reports,C,"The basis of estimates contains supporting documentation outlining the details used in establishing project estimates such as assumptions, constraints, level of detail, ranges, and confidence levels. The basis of estimates is used as an input to the Close Project or Phase process implied by the scenario to evaluate how the estimation of durations, cost, resources, and cost control compared to the actual results. Sometimes, selecting the correct answer requires the prospective PMP aspirants to use the process of elimination of the worst answer choices. According to the scenario, the project did not encounter any major issues, quality problems, or changes, and only a few risks have realized necessitating the implementation of the response plans. This information may help eliminate the answer choices related to the scope, schedule, cost, quality, risks, etc., leaving the basis of estimates as not ideal but the only plausible answer choice."
186,"One of your project team members, who was responsible for several key deliverables, has suddenly left the company. You overhear a heated debate among the team members over what to do next. It sounds as if the team is split - half want to hire a new team member; the other half want to contract out the work. As the project manager, you want to resolve this conflict in a way that solves the problem and keeps the team unified. Which of the following approaches should you take",,Tell the team that you are in charge and will take disciplinary action if a consensus is not reached,"Agree with the team that a resource is needed, and urge one side to back down for the sake of agreement",Ask the team members to find a compromise that would be acceptable to both sides,"Request that the team researches different options, presents ideas, and works out a solution",D,"PMI prefers problem solving and collaboration when it comes to resolving issues or conflicts, as it is a win-win conflict resolution technique that typically leads to greater buy-in and the most lasting solution. The 'collaborate/problem solve' approach emphasizes open dialogue, cooperation, and incorporating multiple viewpoints to find the best outcome for the project. In this scenario, the project manager sends the project team on a fact-finding mission, which is a good way to help the team discuss the issue more objectively. Getting the team together in a problem-solving session to present their ideas and work out a solution is more likely to satisfy both sides and keep the team unified; therefore, the 'Collaborate/Problem Solve' approach is the 'best' answer choice. All other approaches are temporary solutions resulting in recurring conflicts."
187,"As the project manager, you are in the process of assisting the project sponsor with creating the project charter for a project which will design and launch a new social media platform. In order to create the project charter, you need to get a better understanding of the project's objectives. What should you do to obtain this information",,Consult the project management plan,Review the assumption log,Check the project needs analysis documents,Review the business case and benefits management plan,D,"The question suggests that the Develop Project Charter process is underway. Business documents including the business case and the benefits management plan serve as an input to the Develop Project Charter process. These business documents are sources of information about the project's objectives and how the project will contribute to the business goals. Therefore, to get a better understanding of the project's objectives, you should review the business case and benefits management plan."
188,"A project manager is in the process of developing the stakeholder register. As the first step in this process, she needs to create a list of potential stakeholders and decides to use a data gathering technique called brain writing. What is the first thing to do when using that technique",,Convene a data gathering meeting with the participants,Develop your own template for a stakeholder register,Send a list of questions to participants before the creativity session,Consult the stakeholder management plan to understand how the stakeholders are to be identified,C,"Data gathering techniques that can be used for the Identify Stakeholders process include questionnaires and surveys, brainstorming, and brain writing. Brain writing is a refinement of brainstorming that allows individual participants time to consider the questions individually before the group creativity session is held. Therefore, the first step of brain writing is providing the participants with the questions before the creativity session. This process will allow the participants to be better prepared which will make the meeting more effective than a traditional brainstorming session."
189,"A project manager is leading a project to develop a prototype diesel engine. One problem that was identified and documented was the corrosion of engine parts which were stored in an offsite storage facility. The parts were refinished and coated with a penetrant to inhibit corrosion in the future. The project manager is confident that these measures will solve the problem. With respect to tools and techniques, what else should the project manager do in this situation",,Perform an alternative analysis,Update the lessons learned register,Revise the issue log,Determine if the problem has been resolved,D,"The question describes a situation where a problem occurred on the project, and measures were taken to resolve the issue suggesting that problem solving was used in this case. Problem solving may use a set of tools that helps the project manager to solve problems that arise during Control Resources, the process implied by the scenario. Although the question states that the project manager is confident that the steps taken will solve the problem, there is no way to determine the effectiveness of the solution at this point. The solution should be checked to ensure that the problem has been indeed fixed. In this case, that might involve periodically inspecting the parts and reapplying the penetrant as necessary. The final step of the problem solving process is to check the solution which is all that remains to be completed in this scenario with respect to tools and techniques. The incorrect answer choices represent actions that do not involve tools and techniques or have already been completed."
190,"A project manager is leading a project which has experienced numerous quality issues. These issues threaten the successful completion of the project objectives. In order to improve the performance of the project, the project manager schedules a retrospective with the project team and relevant stakeholders. Which of the following topics is least likely to be discussed",,What to incorporate into the ongoing project and what to include in future projects,What are the project objectives and the roles and responsibilities of the stakeholders,What elements of the project have gone well and what could be improved upon,What should be added to the organizational process assets (OPAs),B,"The question suggests that the Control Quality is being performed, and a retrospective, among the tools and techniques used in this process, is being held to determine how to address the quality issues that have been encountered during the project. A retrospective is a scheduled review to record lessons learned which can then be documented in the lessons learned register to improve the future performance of the project. Appropriate topics of discussion for the retrospective would be successful elements of the project, what could be improved, what to incorporate in the ongoing project and what to include in future projects, and what to add to the organizational process assets. The purpose of a project kick-off meeting is to communicate the objectives of the project, gain the commitment of the team for the project, and explain the roles and responsibilities of each stakeholder. Note, the question is asking which answer choice represents a topic that is 'least' likely to be discussed. Therefore, of the available choices, the objectives of the project and the roles and responsibilities of each stakeholder are 'least' likely to be discussed in this scenario."
191,A vendor on your project informs you that they will be unable to perform the work as contracted after some equipment required for the project was destroyed in a hurricane. The vendor cites a clause in the contract that is designed to address the inability of a party to execute their responsibilities due to extraordinary factors that were outside the control of the party? What clause does the vendor refer to,,Arbitration,Force majeure,No-contest,Termination,B,"A force majeure clause is a common contractual clause that frees parties, bound by a contract,"
192,"The project team is just starting the process of developing approaches to involve project stakeholders based on their needs, expectations, interests, and potential impact on the project. In support of this process, the project manager is advising the team to review information regarding the project purpose, objectives, and success criteria. What is the best way for the team to obtain this information",,Ask the project sponsor,Study the stakeholder engagement plan,Examine the stakeholder engagement assessment matrix,Review the project charter,D,"The question suggests that the team is starting the Plan Stakeholder Engagement process. The project charter is one of the inputs into this process. The project charter contains information on the project purpose, objectives, and success criteria. Therefore, reviewing the project charter is the most appropriate action for the project team to take in this scenario."
193,"After a change request to expand the scope of the project has been submitted to the change control board (CCB), the project manager is reassigned to another project. The CCB approves the change and communicates the status of the change request to the newly hired project manager. What should the new project manager do first",,Direct the project team to implement the change,Wait for further changes and implement them all together,Consult the change management plan,Update the lessons learned register,C,"All proposed changes to a project must be handled according to the organization's change control process via a change request. In this scenario, a change request to expand the scope of the project was submitted to the change control board for review and analysis of its impact on the project. Once approved, the status of the change request is updated in the change log. The next logical step would be implementing the change. However, the scenario describes a new project manager who is likely not familiar with the change control processes defined for this particular project. One should look for the answer choice that best addresses the question asked under the circumstances provided in the scenario. If consulting the change management plan was not among the answer choices, then directing the project team to implement the change would have been the best answer. However, since each organization and each project within the organization may have its own change control process (which is specified in the change management plan), consulting this plan should be the first thing the newly assigned project manager should do. For example, the change management plan may require the project manager to inform particular stakeholders about the approved change so that they may take actions assigned to them as part of the procedure prior to the implementation of the change. Therefore, in this case, consulting the change management plan is the best answer among the choices given in the situation described by the scenario."
